Frame #,Elbow Pink X,Elbow Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y
143,725.7600708,1000.199585,981.6236572,932.6688232,351.591553,996.835693,498.766327,1013.79041
144,724.8917236,1000.391724,981.5,933.5,346.42157,995.800659,498.488647,1013.59088
145,724.8917236,1000.391724,981.5,933.5,343.701935,995.548096,497.695801,1013.6084
146,724.8917236,1000.391724,981.5,933.5,341.845306,995.084961,497.695801,1013.6084
147,724.8917236,1000.391724,981.5,933.5,340.283325,995.219055,497.188751,1013.72693
148,724.8917236,1000.391724,981.5,933.5,338.718567,994.814209,497,1013.58698
149,723.7972412,1001.103088,980.2654419,934.3193359,336.839783,995,496.353424,1013.7309
150,723.8538818,1001.341553,980.2654419,934.3193359,334.549622,994.549622,496.353424,1013.7309
151,723.8538818,1001.341553,980.2654419,934.3193359,332.129761,994.053406,496.353424,1013.7309
152,723.8538818,1001.341553,980.2654419,934.3193359,329.264374,994.060364,496.42453,1013.50946
153,723.2718506,1001.420837,979.5,935,326.881165,993.846375,496.021729,1013.82971
154,723.2718506,1001.420837,979.5,935,323.938934,993.895691,496.021729,1013.82971
155,723.2718506,1001.420837,979.5,935,320.815704,993.344177,496.021729,1013.82971
156,723.2718506,1001.420837,979.5,935,317.307343,993.832153,496.021729,1013.82971
157,723.2718506,1001.420837,979.5,935,314.602478,993.977234,496.021729,1013.82971
158,723.1774292,1001.602173,979.6082764,935.3126221,311.400818,993.885498,495.861938,1013.61279
159,723.4017334,1001.670105,979.6082764,935.3126221,308.047333,993.859985,496.353424,1013.7309
160,723.4017334,1001.670105,979.6082764,935.3126221,304.659821,993.7453,496.766327,1013.79041
161,723.4017334,1001.670105,979.6082764,935.3126221,301.564514,993.797485,496.922211,1013.59998
162,723.4017334,1001.670105,979.6082764,935.3126221,298.365814,993.634216,496.672363,1013.26782
163,723.4017334,1001.670105,979.6082764,935.3126221,295.167511,993.570496,496.879059,1013.35693
164,723.4017334,1001.670105,979.6082764,935.3126221,292.37326,993.596802,496.879059,1013.35693
165,722.9719849,1001.884766,979.5,935.5,289.369354,993.926147,496.879059,1013.35693
166,722.9719849,1001.884766,979.5,935.5,286.505371,994.057373,496.874603,1013.2049
167,723.026062,1001.927063,979.5,935.5,283.610809,994.100891,496.874603,1013.2049
168,723.026062,1001.927063,979.5,935.8605347,280.5,994,497,1013
169,723.026062,1001.927063,979.6107788,936.1715088,278.137268,994.431396,497,1013
170,723.026062,1001.927063,979.3892212,936.8284912,275.328003,994.542542,497,1013
171,723.0801392,1002.171204,979.269104,937,272.325287,994.325256,497,1013
172,722.7479248,1002.26532,978.809021,936.7855835,270,994.5,497,1013
173,722.6325073,1002.365784,979.0018921,937.0287476,267.306152,994.503601,497,1013
174,722.6325073,1002.365784,978.6856079,937.3048706,265.710541,994.491211,497,1013
175,722.3585815,1002.358582,978.6856079,937.3048706,264.143555,994.823425,497,1013
176,722.3585815,1002.358582,978.5,937.5,263.007538,994.825012,496.869843,1012.60632
177,722.3585815,1002.358582,978.6856079,937.3048706,262.062195,995.440186,496.605377,1012.68201
178,722.2653198,1002.747925,978.5,937.5,261.356049,995.227295,496.530609,1012.5816
179,722.0455933,1002.921082,978.3917236,938.1082764,260.146332,995.72522,495.916656,1012.28204
180,722.4743042,1002.747925,978.3657837,938.6325073,260.108917,996.171631,495.833344,1012.27673
181,722.6414185,1002.641418,977.9951782,939.3397827,259.411682,995.581177,495.5,1012
182,722.5,1003,977.9951782,939.3397827,258.826965,995.85675,495.790375,1012.2337
183,722.5,1004,978.1712036,939.9198608,258.381592,995.865784,495.689758,1012.15509
184,722.5,1004,978.1245117,940.1762695,258.309296,995.845337,495.689758,1012.15509
185,722.5,1004,977.8609619,940.3394775,258.012115,996.013611,495.689758,1012.15509
186,722.5,1004.227417,977.8609619,940.3394775,258.012115,996.013611,495.689758,1012.15509
187,722.3585815,1004.358582,977.8609619,940.3394775,258.056824,996.085999,495.689758,1012.15509
188,722.3585815,1004.358582,977.8609619,940.3394775,257.803528,996.044739,495.689758,1012.15509
189,722.5230103,1004.124512,977.8609619,940.3394775,257.278442,996.103088,495.790375,1012.2337
190,722.3585815,1004.358582,977.7333374,940.5,257.318604,996.191406,495.790375,1012.2337
191,722.3585815,1004.358582,977.7333374,940.5,257.312592,996.378967,495.790375,1012.2337
192,722.3585815,1004.358582,977.7333374,940.5,257.312592,996.378967,495.877197,1012.21753
193,722.3585815,1004.358582,977.7333374,940.5,257.312592,996.378967,496.527283,1012.33032
194,722.3585815,1004.358582,977.6321411,940.6280518,257.312592,996.378967,496.527283,1012.33032
195,722.3585815,1004.358582,977.6398926,941.1654663,257.440735,996.453247,496.527283,1012.33032
196,722.5,1004.5,977.8571167,941.1190186,257.57724,996.560974,496.527283,1012.33032
197,722.7479248,1004.474304,977.8571167,941.1190186,257.587311,996.70105,496.527283,1012.33032
198,722.5,1004.5,977.6082764,941.0584106,257.572876,996.780762,496.844879,1012.20465
199,722.772583,1004.5,977.336853,941.1861572,257.572876,996.780762,496.374603,1012.42859
200,722.772583,1004.5,977.336853,941.1861572,257.572876,996.780762,496.374603,1012.42859
201,722.5,1004.772583,977.4576416,941.8606567,257.572876,996.780762,496.374603,1012.42859
202,722.5,1004.772583,977.3551025,942.0271606,257.553467,997.047791,496.694458,1012.30554
203,722.5,1004.772583,977.2350464,942.3256226,257.696869,997.047791,496.3367,1012.22894
204,722.5,1004.772583,977.2350464,942.3256226,257.627075,996.983398,496.3367,1012.22894
205,722.5,1004.772583,977.5,942.5,257.627075,996.983398,496.3367,1012.22894
206,722.5,1004.772583,977.5,942.5,257.627075,996.983398,496.3367,1012.22894
207,722.5,1004.772583,977.5,942.5,257.627075,996.983398,496.3367,1012.22894
208,722.5,1004.772583,977.5,942.5,257.627075,996.983398,496.3367,1012.22894
209,722.5,1004.772583,977.6236572,942.6688232,257.627075,996.983398,496.3367,1012.22894
210,722.5,1004.772583,977.8609619,942.6605225,258.078766,996.710266,496.3367,1012.22894
211,722.5,1004.772583,977.8609619,942.6605225,258.399689,996.600342,496.3367,1012.22894
212,722.3570557,1005.262268,977.8609619,942.6605225,258.739807,995.976074,496.3367,1012.22894
213,722.5,1004.772583,977.8609619,942.6605225,259.604645,995.726074,496.584076,1013.05902
214,722.5,1004.772583,977.8609619,942.6605225,260.433044,994.924133,496.584076,1013.05902
215,722.5,1004.772583,977.8609619,942.6605225,261.5,994.5,496.233673,1012.62543
216,722.5,1004.772583,978.1245117,942.4769897,262.082977,993.379761,496.233673,1012.62543
217,722.6414185,1004.641418,978.1245117,942.4769897,262.075897,992.566956,496.233673,1012.62543
218,722.6414185,1004.641418,978.1245117,942.4769897,262.920563,991.338989,496.233673,1012.62543
219,722.5,1004.5,978.1821899,942.1821899,263.822998,990.972839,496.233673,1012.62543
220,722.3585815,1004.358582,978.1821899,942.1821899,264.687408,990.621033,496.233673,1012.62543
221,722.3394775,1003.860962,978.3599854,941.9000244,265.225647,990.042297,496.233673,1012.62543
222,722.3403931,1003.763672,978.5501099,941.1293335,265.716553,989.194641,496,1013
223,722.5529175,1003.305908,978.3585815,940.6414185,267.152832,988.540161,496.233673,1012.62543
224,722.5505371,1003.548706,978.6414185,940.3585815,267.430145,987.9375,496.053772,1012.6308
225,722.6605225,1003.139038,978.0396729,940.0396729,268.47641,986.782532,496.053772,1012.6308
226,722.5,1002.772583,978.0396729,938.9603271,268.642853,985.984131,496.053772,1012.6308
227,722.5,1002.772583,978.6414185,938.6414185,269,985.5,496.053772,1012.6308
228,722.3685303,1002.63147,978.5,938.5,268.797974,985.952026,496.258514,1012.37073
229,722.3685303,1002.63147,978.333313,937.9944458,268.907898,985.907898,496.451935,1012.30127
230,722.5,1002.5,978.3394775,937.1390381,268.0867,986.884033,495.855194,1011.79779
231,722.5,1002.227417,977.3640747,936.6856079,267.657715,988.717773,496.234558,1011.64935
232,722.5,1002,977.6511841,936.3267212,267.229248,990.440247,496.376587,1011.62341
233,722.5,1002,976.6856079,935.6359253,265.5,992.5,496.376587,1011.62341
234,722.5,1002,976.3143921,935.3640747,263.623138,993.345581,496.376587,1011.62341
235,722.1983032,1001.5,975.9811401,935.211731,263.357056,993.152283,496.5,1011.5
236,722.0807495,1001.592773,975.0801392,934.8287964,263,994,496.508331,1011.29999
237,721.8571167,1001.880981,974.5,934.5,263,995,496,1011
238,721.0701904,1001.61084,974.5,934.5,262.799988,996.463623,496,1011
239,721.0701904,1001.61084,973.267395,934.7212524,263.06781,996.45166,495.5,1011
240,721.0701904,1001.61084,973.267395,934.7212524,263.5,996.5,495.735626,1010.93964
241,719.7366943,1001.717102,972.8178101,934.8178101,263.845398,996.611328,495.5,1011
242,720.3782349,1001.683228,972.6400146,935.0999756,263.845398,996.611328,495.5,1011
243,720.8157349,1001.344177,972.7529907,935.5,263.845398,996.611328,495.5,1011
244,720.6856079,1001.635925,972.5,936.2233887,263.845398,996.611328,495.5,1011
245,720.6856079,1001.635925,972.5,936.5,264,996.677856,495.5,1011
246,720.6856079,1001.635925,972.5,936.7766113,263.947235,996.697205,495.5,1011
247,720.6856079,1001.635925,972.4498901,937.8706665,263.79184,996.623047,495.643066,1010.87903
248,720.560791,1001.804077,972.4498901,937.8706665,263.79184,996.623047,495.5,1011
249,720.7701416,1002.291931,972.7345581,938.6806641,263.79184,996.623047,495.5,1011
250,720.944458,1002.557678,972.7345581,938.6806641,264.345856,996.622864,495.5,1011
251,721.3389282,1003.338928,972.7345581,938.6806641,264.399689,996.600342,495.72464,1010.86377
252,721.5,1003.5,972.8754883,938.8237305,265.05484,996.56134,495.72464,1010.86377
253,721.5,1003.5,972.9957275,939.59021,265.451996,996.762695,495.5,1011
254,721.5,1003.5,973.6801758,939.939209,265.451996,996.762695,495.605774,1011.08655
255,721.8345337,1003.360107,974.1821899,940.1821899,265.451996,996.762695,495.831818,1010.93994
256,722.1762695,1004.124512,974.5,940.5,265.451996,996.762695,495.850006,1010.98334
257,722.6314697,1004.36853,974.7345581,940.6806641,265.451996,996.762695,495.643066,1011.12097
258,722.6314697,1004.36853,975,941.5,266.270935,997.011353,496.419434,1011.01666
259,722.772583,1004.5,975.3640747,942.3143921,265.451996,996.762695,495.899414,1011.15228
260,722.772583,1004.5,975.7600708,942.199585,265.922577,996.980286,496.063049,1011.21924
261,722.6414185,1004.641418,976.1821899,942.1821899,266.360291,997.117737,495.713898,1011.45929
262,722.666687,1005.005554,976.5,942.5,266.360291,997.117737,495.713898,1011.45929
263,722.5,1005.266663,976.8178101,942.8178101,266.5,997,495.713898,1011.45929
264,722.7796021,1005.129333,976.9603271,942.9603271,266.5,997,495.810303,1011.36859
265,723.026062,1005.072937,976.8706055,943.9276123,266.5,997,495.713898,1011.45929
266,723.4587402,1005.54126,977.3441162,945.0859985,266.5,997,495.623413,1011.37659
267,723.4587402,1005.54126,977.9556885,945.5,266.5,997,495.623413,1011.37659
268,723.4587402,1005.54126,978.2203979,945.8706665,266.5,997,495.623413,1011.37659
269,723.329895,1005.841003,978.5230103,946.1245117,266.618408,997.134216,495.5,1011.5
270,723.2006836,1005.92041,978.3585815,946.3585815,266.618408,997.134216,495.5,1011.5
271,723.2006836,1005.92041,978.5,946.5,266.618408,997.134216,495.5,1011.5
272,722.8917236,1006.608276,978.5,946.5,266.618408,997.134216,495.5,1011.5
273,722.8237305,1006.875488,978.3511963,946.9603271,266.709442,997.02655,495.5,1011.5
274,723.0567017,1007.249146,978.4498901,947.1293335,266.709442,997.02655,495.5,1011.5
275,722.7796021,1007.67395,978.7923584,947.9085693,266.709442,997.02655,495.5,1011.5
276,722.7796021,1007.67395,978.7923584,947.9085693,266.709442,997.02655,495.5,1011.5
277,722.7923584,1007.908569,979,948.0932617,266.709442,997.02655,495.5,1011.5
278,722.7923584,1007.908569,978.8178101,948.1821899,266.857758,996.974121,495.5,1011.5
279,722.7923584,1007.908569,978.7345581,948.3193359,266.857758,996.974121,495.327637,1011.73218
280,722.7923584,1007.908569,978.7345581,948.3193359,266.857758,996.974121,495.327637,1011.73218
281,722.7923584,1007.908569,978.944458,948.5576782,266.904358,996.991333,495.327637,1011.73218
282,722.7996216,1008.152466,979.0858765,948.7157593,267.254028,997.020569,495.327637,1011.73218
283,722.666687,1008.28363,979.0858765,948.7157593,267.789551,997.104431,495.327637,1011.73218
284,722.5,1008.5,979.0858765,948.7157593,267.789551,997.104431,495.327637,1011.73218
285,722.5,1008.5,979.0858765,948.7157593,267.789551,997.104431,495.329834,1012.38245
286,722.5,1008.5,978.6605225,949.1390381,268.026306,996.951782,495.329834,1012.38245
287,722.7127075,1008.712708,978.6605225,949.1390381,268.252777,996.698242,495.5,1012
288,722.7127075,1008.712708,978.6220703,949.3953247,268.260162,996.53009,495.5,1011.5
289,722.7127075,1008.712708,978.6280518,949.6321411,268.399689,996.600342,495.5,1011.5
290,722.4743042,1008.747925,978.7923584,949.9085693,268.399689,996.600342,495.5,1011.5
291,722.1762695,1008.574707,978.7345581,950.3193359,268.5,996.5,495.5,1011.5
292,722.0929565,1008.968445,978.8754883,950.4769897,268.5,996.5,495.5,1011.5
293,722.0929565,1008.968445,978.7157593,950.7157593,268.5,996.5,495.5,1011.5
294,722.3735962,1009.339783,978.7796021,951.6739502,268.5,996.5,495.338928,1011.66107
295,722.300354,1010.00824,978.666687,951.9944458,268.5,996.5,495.5,1011.5
296,722.5,1010.227417,978.666687,951.9944458,268.5,996.5,495.5,1011.5
297,722.3585815,1010.358582,978.3585815,952.3585815,268.5,996.5,495.5,1011.5
298,722.5,1010.5,978.5,952.5,268.5,996.5,495.5,1011.5
299,722.6414185,1010.641418,978.6082764,952.8917236,268.5,996.5,495.5,1011.5
300,722.6414185,1010.641418,978.7495728,953.1674805,268.5,996.5,495.333344,1011.80579
301,721.9511108,1010.193848,978.6930542,954.131897,268.873901,996.668091,495.327637,1011.73218
302,721.9511108,1010.193848,978.6930542,954.131897,268.805664,996.775879,495.327637,1011.73218
303,721.9511108,1010.193848,978.6930542,954.131897,268.689178,996.857971,495.327637,1011.73218
304,721.9511108,1010.193848,978.5576782,954.055542,268.689178,996.857971,495.327637,1011.73218
305,721.9511108,1010.193848,978.5576782,954.055542,268.824554,996.67395,495.5,1012
306,722.2520752,1010.474304,978.5576782,954.055542,268.824554,996.67395,495.5,1012
307,722.2520752,1010.474304,978.5576782,954.055542,268.824554,996.67395,495.5,1012
308,722.2520752,1010.474304,978.5541992,953.769104,268.824554,996.67395,495.327637,1011.73218
309,722.5,1010.5,978.5541992,953.769104,268.824554,996.67395,495.5,1012
310,722.3585815,1010.641418,978.5541992,953.769104,268.824554,996.67395,495.5,1012
311,722.5230103,1010.875488,978.7855835,953.8747559,268.824554,996.67395,495.5,1012
312,722.5230103,1010.875488,978.7855835,953.8747559,268.824554,996.67395,495.5,1012
313,722.5230103,1010.875488,978.7855835,953.8747559,268.824554,996.67395,495.581116,1011.83777
314,722.5230103,1010.875488,978.6605225,953.8609619,268.805664,996.775879,495.581116,1011.83777
315,722.6596069,1011.236328,979.1390381,954.3394775,268.737793,996.850769,495.581116,1011.83777
