Frame #,Elbow Pink X,Elbow Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y
633,724.9077148,1005.781555,984.7171021,951.9128418,271.371948,997.314026,493.774414,1012.15826
634,724.9077148,1005.781555,984.8223267,952.0094604,271.371948,997.314026,494,1011.93121
635,724.9603271,1006.039673,984.5618286,952.9364014,271.371948,997.314026,493.774414,1012.15826
636,724.9603271,1006.039673,984.4550171,953.043335,271.519989,997.452026,493.774414,1012.15826
637,724.8178101,1006.18219,984.3143921,953.6951294,271.761108,997.4375,493.774414,1012.15826
638,724.574707,1006.17627,984.5,953.5,271.816193,997.379944,493.918243,1011.93713
639,724.3585815,1006.358582,984.8754883,954.1762695,271.826965,997.173035,493.774414,1012.15826
640,724.6082764,1006.891724,984.7766113,954.5,271.826965,997.173035,494.27536,1012.13623
641,724.6082764,1006.891724,985.1674805,954.7495728,271.826965,997.173035,493.774414,1012.15826
642,724.6082764,1006.891724,985.1674805,954.7495728,271.826965,997.173035,493.790375,1012.2337
643,724.7495728,1007.16748,985.4072266,956.0807495,271.826965,997.173035,493.790375,1012.2337
644,724.7495728,1007.16748,985.5449829,956.1533203,271.826965,997.173035,493.790375,1012.2337
645,724.7495728,1007.16748,985.7377319,956.3570557,271.826965,997.173035,493.790375,1012.2337
646,724.6856079,1007.304871,985.5,956.5,271.826965,997.173035,493.5,1012
647,724.7072144,1007.811279,985.5,956.5,271.826965,997.173035,493.790375,1012.2337
648,724.7072144,1007.811279,985.5613403,956.7156982,271.826965,997.173035,493.790375,1012.2337
649,724.7072144,1007.811279,985.5412598,957.2935791,271.826965,997.173035,493.790375,1012.2337
650,724.7072144,1007.811279,985.5412598,957.2935791,271.826965,997.173035,493.643066,1011.87903
651,724.7072144,1007.811279,985.5412598,957.2935791,271.826965,997.173035,493.790375,1012.2337
652,724.7072144,1007.811279,985.5412598,957.2935791,271.826965,997.173035,493.643066,1011.87903
653,724.3965454,1008.02301,985.6108398,957.0701904,271.826965,997.173035,493.790375,1012.2337
654,724.3965454,1008.02301,985.6108398,957.0701904,271.826965,997.173035,493.5,1012
655,724.3965454,1008.02301,985.6108398,957.0701904,271.826965,997.173035,493.790375,1012.2337
656,724.3965454,1008.02301,985.6108398,957.0701904,271.826965,997.173035,493.5,1012
657,724.3965454,1008.02301,985.5449829,956.8466797,271.826965,997.173035,493.790375,1012.2337
658,724.5992432,1007.919861,985.5449829,956.8466797,271.90097,997.098999,493.790375,1012.2337
659,724.5992432,1007.919861,985.8112793,956.7072144,271.947449,997.114807,493.790375,1012.2337
660,724.5992432,1007.919861,985.8112793,956.7072144,271.947449,997.114807,493.891663,1011.92499
661,724.8287964,1007.919861,986,956.5,272.0466,997.016968,493.600006,1012.07776
662,724.8287964,1007.919861,986,956.5,271.92807,997.085754,493.600006,1012.07776
663,725.2399292,1008.199585,985.8112793,956.2927856,272.191315,997.017395,493.790375,1012.2337
664,725.2399292,1008.199585,985.8112793,956.2927856,272.310822,997.142029,493.790375,1012.2337
665,725.1390381,1008.339478,985.9198608,956.1712036,272.409149,997.101563,493.790375,1012.2337
666,725.1390381,1008.339478,985.6391602,956.0343628,272.409149,997.101563,493.934631,1012.3562
667,725.1390381,1008.339478,985.5,955.9556885,272.409149,997.101563,493.790375,1012.2337
668,724.8287964,1007.919861,985.5,955.9556885,272.409149,997.101563,493.617645,1012.3562
669,724.8287964,1007.919861,985.5791626,955.7281494,272.310822,997.142029,493.790375,1012.2337
670,724.8287964,1007.919861,985.5,955.0443115,272.310822,997.142029,493.790375,1012.2337
671,724.8287964,1007.919861,985.4072266,954.9192505,272.310822,997.142029,493.790375,1012.2337
672,724.9656372,1007.63916,985.4072266,954.9192505,272.375336,997.357727,493.790375,1012.2337
673,724.9656372,1007.63916,985.4072266,954.9192505,272.310822,997.142029,493.790375,1012.2337
674,724.9656372,1007.63916,985.4072266,954.9192505,272.310822,997.142029,493.617645,1012.3562
675,724.9656372,1007.63916,985.4072266,954.9192505,272.310822,997.142029,493.790375,1012.2337
676,724.9656372,1007.63916,985.5,955.0443115,272.167358,997.13855,493.600006,1012.07776
677,724.9656372,1007.63916,985.5,955.0443115,272.167358,997.13855,493.790375,1012.2337
678,724.9656372,1007.63916,985.5,955.0443115,272.167358,997.13855,493.790375,1012.2337
679,724.9656372,1007.63916,985.5,955.5,272.167358,997.13855,493.893341,1012.29333
680,724.9656372,1007.63916,985.6951294,956.3143921,272.167358,997.13855,493.893341,1012.29333
681,724.9656372,1007.63916,985.5,956.5,272.310822,997.142029,493.5,1012
682,724.9656372,1007.63916,985.2622681,956.3570557,272.310822,997.142029,493.5,1012
683,724.7212524,1008.035767,986,956.5,272.310822,997.142029,493.934631,1012.3562
684,724.7212524,1008.035767,986,956.5,272.310822,997.142029,493.934631,1012.3562
685,724.7212524,1008.035767,986,956.5,272.310822,997.142029,493.934631,1012.3562
686,724.8551025,1008.195679,985.7377319,956.6429443,272.310822,997.142029,494.028564,1012.28253
687,725.1390381,1008.660522,985.7924194,956.8636475,272.310822,997.142029,493.934631,1012.3562
688,725.1390381,1008.660522,985.7190552,957.0844116,272.310822,997.142029,493.934631,1012.3562
689,725.1390381,1008.660522,985.7190552,957.0844116,272.310822,997.142029,493.934631,1012.3562
690,725.1390381,1008.660522,985.7190552,957.0844116,272.310822,997.142029,493.934631,1012.3562
691,725.1390381,1008.660522,985.7190552,957.0844116,272.310822,997.142029,493.934631,1012.3562
692,724.8287964,1009.080139,985.6205444,957.6607056,272.310822,997.142029,494.028564,1012.28253
693,724.833313,1009.879272,985.7636719,958.3403931,272.310822,997.142029,493.934631,1012.3562
694,724.8341064,1009.68219,986,958.5,272.310822,997.142029,493.934631,1012.3562
695,724.901123,1009.558228,986.227417,958.5,272.310822,997.142029,493.744934,1012.74493
696,724.901123,1009.558228,986.2653198,958.7479248,272.375336,997.357727,493.744934,1012.74493
697,724.901123,1009.558228,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
698,724.8115234,1009.673706,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
699,724.6429443,1009.737732,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
700,724.6429443,1009.737732,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
701,724.6429443,1009.737732,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
702,724.6429443,1009.737732,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
703,724.6429443,1009.737732,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
704,724.6429443,1009.737732,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
705,724.6082764,1010.108276,986.3917236,958.8917236,272.32785,997.297668,493.744934,1012.74493
706,724.6264038,1010.143311,986.6429443,959.2622681,272.32785,997.297668,493.744934,1012.74493
707,724.6264038,1010.143311,986.9192505,959.5927734,272.32785,997.297668,493.744934,1012.74493
708,724.6264038,1010.143311,986.5,959.5,272.32785,997.297668,493.744934,1012.74493
709,724.6264038,1010.143311,986.3570557,959.7377319,272.32785,997.297668,493.934631,1012.3562
710,724.772583,1010.5,986.3570557,959.7377319,272.32785,997.297668,493.934631,1012.3562
711,724.772583,1010.5,986.6698608,960.1014404,272.32785,997.297668,493.934631,1012.3562
712,724.772583,1010.5,986.772583,960.5,272.32785,997.297668,493.934631,1012.3562
713,724.772583,1010.5,986.6414185,960.6414185,272.32785,997.297668,493.934631,1012.3562
714,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.934631,1012.3562
715,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.934631,1012.3562
716,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.934631,1012.3562
717,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.934631,1012.3562
718,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.934631,1012.3562
719,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.934631,1012.3562
720,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.934631,1012.3562
721,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.5,1012.52325
722,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.322357,1012.64471
723,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.322357,1012.64471
724,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.617645,1012.3562
725,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.322357,1012.64471
726,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.322357,1012.64471
727,724.772583,1010.5,986.6414185,960.6414185,272.423981,997.260803,493.322357,1012.64471
728,724.6082764,1010.891724,986.6414185,960.6414185,272.423981,997.260803,493.441864,1012.78296
729,724.7346802,1010.747925,986.6414185,960.6414185,272.423981,997.260803,493.322357,1012.64471
730,724.7346802,1010.747925,986.772583,960.5,272.423981,997.260803,493.617645,1012.3562
731,724.6082764,1010.891724,986.7346802,960.7479248,272.423981,997.260803,493.322357,1012.64471
732,724.9719849,1011.247681,986.9192505,961.4072266,272.423981,997.260803,493.617645,1012.3562
733,725.1461182,1011.48114,986.7796021,961.6739502,272.423981,997.260803,493.322357,1012.64471
734,724.904541,1011.377258,986.772583,962.5,272.423981,997.260803,493.322357,1012.64471
735,724.5,1011.5,986.772583,962.5,272.423981,997.260803,493.617645,1012.3562
736,724.6856079,1011.695129,987.5,962.5,272.471069,997.479309,493.617645,1012.3562
737,724.8916626,1011.5,987.5,963.1394653,272.358856,997.45813,493.5,1012.5
738,724.7495728,1011.83252,987.3917236,963.3126221,272.358856,997.45813,493.5,1012.5
739,724.5618286,1012.063599,986.9656372,963.6391602,272.358856,997.45813,493.441864,1012.78296
740,724.7230225,1012.164185,986.9656372,963.6391602,272.327759,997.559265,493.5,1013.33331
741,724.6774902,1012.592773,986.9656372,963.6391602,272.327759,997.559265,493.415802,1013.42267
742,724.6414185,1012.641418,987.0795898,963.7993164,272.392303,997.636475,493.415802,1013.42267
743,724.5,1012.5,987.0795898,963.7993164,272.327759,997.559265,493.415802,1013.42267
744,724.5,1012.5,987.0795898,963.7993164,272.327759,997.559265,493.415802,1013.42267
745,724.5,1012.5,987.0795898,963.7993164,272.327759,997.559265,493.689758,1013.15509
746,724.5,1012.5,987.0795898,963.7993164,272.327759,997.559265,493.689758,1013.15509
747,724.5,1012.5,986.9656372,963.6391602,272.327759,997.559265,493.689758,1013.15509
748,724.5,1012.5,986.8466797,963.5449829,272.327759,997.559265,493.689758,1013.15509
749,724.5,1012.5,986.7495728,963.1674805,272.327759,997.559265,493.689758,1013.15509
750,724.5,1012.5,986.6009521,962.6137695,272.327759,997.559265,493.689758,1013.15509
751,724.5,1012.5,986.6314697,962.3685303,272.327759,997.559265,493.666656,1013.22327
752,724.5,1012.5,986.3685303,962.6314697,272.327759,997.559265,493.666656,1013.22327
753,724.5,1012.5,986.227417,962.5,272.327759,997.559265,493.689758,1013.15509
754,724.5,1012.5,986.227417,962.5,272.327759,997.559265,493.689758,1013.15509
755,724.5,1012.5,986.3585815,962.3585815,272.327759,997.559265,493.689758,1013.15509
756,724.5256958,1012.252075,986.3585815,962.3585815,272.278259,997.5,493.689758,1013.15509
757,724.3917236,1012.108276,986.3585815,962.3585815,272.202911,997.478271,493.689758,1013.15509
758,724.3917236,1012.108276,986.227417,962.5,272.202911,997.478271,493.689758,1013.15509
759,724.3917236,1012.108276,986.227417,962.5,272.202911,997.478271,493.689758,1013.15509
760,724.3917236,1012.108276,986.3685303,962.3685303,272.202911,997.478271,493.689758,1013.15509
761,724.3917236,1012.108276,986.3685303,962.3685303,272.202911,997.478271,493.689758,1013.15509
762,724.2653198,1012.252075,986.3685303,962.3685303,272.202911,997.478271,493.689758,1013.15509
763,723.9944458,1012.666687,986.3685303,962.3685303,272.202911,997.478271,493.689758,1013.15509
764,724.227417,1012.5,986.1351929,963.0220337,272.202911,997.478271,493.689758,1013.15509
765,724.3585815,1012.358582,986.1351929,963.0220337,272.202911,997.478271,493.689758,1013.15509
766,724.3585815,1012.358582,986.3857422,963.3551636,271.966675,997.5,493.689758,1013.15509
767,724.3585815,1012.358582,986.3857422,963.3551636,272.202911,997.478271,493.689758,1013.15509
768,724.3585815,1012.358582,986.3857422,963.3551636,272.313629,997.610413,493.857574,1013.42725
769,724.3585815,1012.358582,986.5,963,272.284363,997.71698,493.689758,1013.15509
770,724.3585815,1012.358582,986.5,963.5,272.284363,997.71698,493.689758,1013.15509
771,724.3585815,1012.358582,986.5,963.5,272.284363,997.71698,493.689758,1013.15509
772,724.3585815,1012.358582,986.5,963.5,272.284363,997.71698,493.689758,1013.15509
773,724.3585815,1012.358582,986.5,963.5,272.284363,997.71698,493.689758,1013.15509
774,724.3585815,1012.358582,986.5,963.5,272.284363,997.71698,493.689758,1013.15509
775,724.3585815,1012.358582,986.3570557,963.7377319,272.284363,997.71698,493.689758,1013.15509
776,724.3585815,1012.358582,986.3570557,963.7377319,272.284363,997.71698,493.689758,1013.15509
777,724.3585815,1012.358582,986.5,964.227417,272.284363,997.71698,493.689758,1013.15509
778,724.6414185,1012.641418,986.3685303,964.3685303,272.440216,997.770752,493.689758,1013.15509
779,724.6414185,1012.641418,986.3685303,964.3685303,272.284363,997.71698,493.689758,1013.15509
780,724.5,1012.772583,986.5,964.5,272.284363,997.71698,493.842255,1013.5
781,724.5,1012.772583,986.3735962,964.8566895,272.284363,997.71698,494.5,1013.5
782,724.5,1012.772583,986.6264038,964.8566895,272.284363,997.71698,493.96582,1013.36182
783,724.5,1012.772583,986.6314697,964.6314697,272.378967,997.687439,494.276733,1013.52832
784,724.5,1013,986.7584229,965.1177368,272.378967,997.687439,494.276733,1013.52832
785,724.5,1012.772583,986.6429443,965.2622681,272.378967,997.687439,493.96582,1013.36182
786,724.5,1012.772583,986.5,965.5,272.378967,997.687439,493.682526,1013.31744
787,724.5,1012.772583,986.5,965.5,272.378967,997.687439,493.682526,1013.31744
788,724.5,1012.772583,986.5,965.5,272.378967,997.687439,493.682526,1013.31744
789,724.5,1012.772583,986.5,965.5,272.378967,997.687439,493.682526,1013.31744
790,724.5,1012.772583,986.6486206,965.9622192,272.378967,997.687439,493.96582,1013.36182
791,724.5,1012.772583,986.8719482,966.3521729,272.378967,997.687439,493.682526,1013.31744
792,724.5,1012.772583,987.0106201,966.0585327,272.378967,997.687439,493.842255,1013.5
793,724.5,1012.772583,987.5,966,272.378967,997.687439,493.682526,1013.31744
794,724.5,1012.772583,987.5,966,272.378967,997.687439,493.682526,1013.31744
795,724.5,1012.772583,987.5,966,272.378967,997.687439,493.682526,1013.31744
796,724.3570557,1013.737732,987.5,966,272.378967,997.687439,493.682526,1013.31744
797,724.5,1014,987.5,966,272.378967,997.687439,493.682526,1013.31744
798,724.5,1014,987.6107788,966.1715088,272.378967,997.687439,493.842255,1013.5
799,724.5,1014,987.5,966.5,272.378967,997.687439,493.682526,1013.31744
800,724.5,1014,986.772583,966.5,272.378967,997.687439,493.682526,1013.31744
801,724.5,1014,986.6414185,966.3585815,272.378967,997.687439,493.682526,1013.31744
802,724.5,1014,986.5,966.227417,272.378967,997.687439,494.369781,1013.4375
803,724.5,1014,986.5,966.227417,272.378967,997.687439,493.988403,1013.64929
804,724.5,1014,986.5,966.227417,272.378967,997.687439,493.988403,1013.64929
805,724.5,1014,986.5,966.227417,272.378967,997.687439,493.988403,1013.64929
806,724.5,1014,986.5,966.227417,272.284363,997.71698,493.988403,1013.64929
807,724.5,1014,986.5,966.227417,272.284363,997.71698,493.988403,1013.64929
808,724.5,1014,986.5,966.5,272.378967,997.687439,493.988403,1013.64929
809,724.5,1014,986.5,966.5,272.378967,997.687439,493.988403,1013.64929
810,724.5,1014,986.5,966.5,272.378967,997.687439,493.988403,1013.64929
811,724.5,1014,986.5,966.5,272.378967,997.687439,493.988403,1013.64929
812,724.5,1014,986.5,966.5,272.378967,997.687439,493.988403,1013.64929
813,724.5,1014,986.5,966.5,272.378967,997.687439,494.348724,1013.5
814,724.5,1014,986.3585815,966.3585815,272.378967,997.687439,494.348724,1013.5
815,724.5,1014,986.5,966.5,272.378967,997.687439,494.348724,1013.5
816,724.5,1014,986.3570557,967.2622681,272.378967,997.687439,494.348724,1013.5
817,724.5,1014,986.3570557,967.2622681,272.378967,997.687439,494.276733,1013.83331
818,724.5,1014,986.3570557,967.2622681,272.378967,997.687439,494.276733,1013.83331
819,724.5,1014,986.3570557,967.2622681,272.378967,997.687439,494.276733,1013.83331
820,724.5,1014,986.3570557,967.2622681,272.378967,997.687439,494.276733,1013.83331
821,724.3917236,1014.108276,986.3570557,967.2622681,272.378967,997.687439,494.276733,1013.83331
822,724.3917236,1014.108276,986.3570557,967.2622681,272.378967,997.687439,494.276733,1013.83331
823,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.276733,1013.83331
824,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.276733,1013.83331
825,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.276733,1013.83331
826,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.276733,1013.83331
827,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.348724,1013.5
828,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.348724,1013.5
829,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.348724,1013.5
830,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.348724,1013.5
831,724.3585815,1014.358582,986.1983032,967.5,272.378967,997.687439,494.348724,1013.5
832,724.3735962,1014.856689,986.1983032,967.5,272.378967,997.687439,494.348724,1013.5
833,724.5,1015,986.1983032,967.5,272.378967,997.687439,494.256622,1013.41272
834,724.5,1015,986.1983032,967.5,272.378967,997.687439,494.256622,1013.41272
835,724.5,1015,986.1983032,967.5,272.378967,997.687439,494.256622,1013.41272
836,724.5,1015,986.3570557,967.7377319,272.378967,997.687439,494.256622,1013.41272
837,724.5,1015,986.3585815,968.3585815,272.378967,997.687439,494.256622,1013.41272
838,724.5,1015,986.3585815,968.3585815,272.378967,997.687439,494.256622,1013.41272
839,724.5,1015,986.3585815,968.3585815,272.378967,997.687439,493.784943,1013.52417
840,724.5,1015,986.3585815,968.3585815,272.378967,997.687439,493.784943,1013.52417
841,724.5,1015,986.3585815,968.3585815,272.378967,997.687439,493.97937,1013.677
842,724.5,1015,986.3585815,968.3585815,272.378967,997.687439,493.96582,1013.36182
843,724.5,1015,986.3585815,968.3585815,272.378967,997.687439,493.96582,1013.36182
844,724.3570557,1015.262268,986.3585815,968.3585815,272.378967,997.687439,493.96582,1013.36182
845,724.0343628,1015.36084,986.3585815,968.3585815,272.378967,997.687439,493.96582,1013.36182
846,724.0343628,1015.36084,986.3585815,968.3585815,272.378967,997.687439,493.96582,1013.36182
847,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.96582,1013.36182
848,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.842255,1013.5
849,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.96582,1013.36182
850,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.661072,1013.66107
851,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.96582,1013.36182
852,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.842255,1013.5
853,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.96582,1013.36182
854,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.96582,1013.36182
855,724.0343628,1015.36084,986.5,968.5,272.378967,997.687439,493.96582,1013.36182
856,724.0343628,1015.36084,986.1351929,969.0220337,272.378967,997.687439,493.96582,1013.36182
857,724.0343628,1015.36084,986.1351929,969.0220337,272.378967,997.687439,493.96582,1013.36182
858,724.0343628,1015.36084,986.1351929,969.0220337,272.378967,997.687439,493.96582,1013.36182
859,724.0343628,1015.36084,986.1351929,969.0220337,272.378967,997.687439,493.96582,1013.36182
860,724.0343628,1015.36084,986.1351929,969.0220337,272.378967,997.687439,493.96582,1013.36182
861,724.0343628,1015.36084,986.0807495,969.5927734,272.378967,997.687439,493.96582,1013.36182
862,724.1083374,1015.5,986.2504272,969.8325195,272.378967,997.687439,493.96582,1013.36182
863,724.1083374,1015.5,986.2504272,969.8325195,272.378967,997.687439,493.96582,1013.36182
864,724.1083374,1015.5,986.1351929,969.9779663,272.378967,997.687439,493.96582,1013.36182
865,724.0343628,1015.63916,986.0935669,970.2200317,272.378967,997.687439,493.96582,1013.36182
866,724.0343628,1015.63916,986.0935669,970.2200317,272.378967,997.687439,493.96582,1013.36182
867,724.0343628,1015.63916,986.227417,970.5,272.378967,997.687439,494.256622,1013.41272
868,724.2504272,1015.83252,986.227417,970.5,272.378967,997.687439,494.256622,1013.41272
869,723.9651489,1015.754578,986.227417,970.5,272.378967,997.687439,494.256622,1013.41272
870,724.0280151,1015.752319,986.227417,970.5,272.378967,997.687439,494.256622,1013.41272
871,724.1351929,1015.977966,986.227417,970.5,272.378967,997.687439,494.256622,1013.41272
872,724.1351929,1015.977966,986.3685303,970.6314697,272.5,997.5,493.780853,1013.75311
873,724.1351929,1015.977966,986.3685303,970.6314697,272.5,997.5,494.09967,1013.97937
874,724.1351929,1015.977966,986.2415771,971.1177368,272.5,997.5,494.09967,1013.97937
875,724.1351929,1015.977966,986.0821533,971.3397827,272.5,997.5,494.09967,1013.97937
876,724.1351929,1015.977966,985.8759766,971.3085327,272.5,997.5,494.09967,1013.97937
877,724.1351929,1015.977966,986.333313,971.9944458,272.5,997.5,494.09967,1013.97937
878,724.1351929,1015.977966,986.333313,971.9944458,272.5,997.5,494.09967,1013.97937
879,724.1351929,1015.977966,986.333313,971.9944458,272.5,997.5,494.138062,1014.05048
880,724.1351929,1015.977966,986.5,972.227417,272.5,997.5,494.138062,1014.05048
881,724.1351929,1015.977966,986.5,972.227417,272.5,997.5,494.138062,1014.05048
882,724.1351929,1015.977966,986.5,972.227417,272.5,997.5,494.138062,1014.05048
883,724.1351929,1015.977966,986.5,972.227417,272.5,997.5,494.138062,1014.05048
884,724.1351929,1015.977966,986.2200317,972.0935669,272.5,997.5,494.138062,1014.05048
885,724.1351929,1015.977966,986.2200317,972.0935669,272.5,997.5,494.256622,1013.41272
886,724.1351929,1015.977966,986.2200317,972.0935669,272.5,997.5,494.256622,1013.41272
887,724.1351929,1015.977966,986.2200317,972.0935669,272.5,997.5,494.256622,1013.41272
888,724.1351929,1015.977966,986.2200317,972.0935669,272.5,997.5,494.256622,1013.41272
889,724.1351929,1015.977966,986.2200317,972.0935669,272.5,997.5,494.09967,1013.97937
890,724.1351929,1015.977966,986.2200317,972.0935669,272.5,997.5,494.09967,1013.97937
891,724.1351929,1015.977966,986.5,972.227417,272.5,997.5,494.09967,1013.97937
892,724.1351929,1015.977966,986.5,972.227417,272.5,997.5,494.09967,1013.97937
893,724.1351929,1015.977966,986.3585815,972.3585815,272.5,997.5,494.09967,1013.97937
894,724.1351929,1015.977966,986.3685303,972.3685303,272.5,997.5,494.09967,1013.97937
895,724.1351929,1015.977966,986.5,972.5,272.5,997.5,494.09967,1013.97937
896,724.1351929,1015.977966,986.6414185,972.3585815,272.5,997.5,494.09967,1013.97937
897,724.1351929,1015.977966,986.6414185,972.3585815,272.5,997.5,493.878204,1014.13141
898,724.1351929,1015.977966,986.6414185,972.3585815,272.5,997.5,493.878204,1014.13141
899,724.227417,1016.5,986.6414185,972.3585815,272.5,997.5,494.087097,1014
900,724.227417,1016.5,986.6414185,972.3585815,272.5,997.5,494.087097,1014
901,724.2842407,1016.284241,987.1450806,971.9382935,272.80661,997.534363,494.102264,1014.10229
902,724.2842407,1016.284241,987.1450806,971.9382935,272.80661,997.534363,493.638184,1013.73218
903,724.2842407,1016.284241,987.0167847,972.2828979,272.80661,997.534363,493.638184,1013.73218
904,724.4470825,1016.447083,987.0167847,972.2828979,272.80661,997.534363,493.638184,1013.73218
905,724.4470825,1016.447083,986.9607544,972.3557129,272.80661,997.534363,493.638184,1013.73218
906,724.6486206,1016.779968,987.0316162,972.8491211,272.80661,997.534363,493.638184,1013.73218
907,724.6486206,1016.779968,987.0316162,972.8491211,272.80661,997.534363,493.638184,1013.73218
908,724.6486206,1016.779968,987.0316162,972.8491211,272.80661,997.534363,493.638184,1013.73218
909,724.6486206,1016.779968,987.2051392,973,272.80661,997.534363,493.5,1013.84229
910,724.6486206,1016.779968,987.0890503,973.0890503,272.80661,997.534363,493.5,1013.84229
911,724.6486206,1016.779968,987.1654663,973.3601074,272.80661,997.534363,493.5,1013.84229
912,724.6486206,1016.779968,987.1654663,973.3601074,272.80661,997.534363,493.5,1013.84229
913,724.6486206,1016.779968,987.211731,973.9811401,272.80661,997.534363,493.803284,1013.79779
914,724.5183716,1017.117737,986.9603271,974.0396729,272.80661,997.534363,493.803284,1013.79779
915,724.3301392,1017.296326,986.9603271,974.0396729,272.80661,997.534363,493.803284,1013.79779
916,724.3301392,1017.296326,986.9603271,974.0396729,272.80661,997.534363,493.803284,1013.79779
917,724.2653198,1017.424561,986.9603271,974.0396729,272.80661,997.534363,493.660675,1014.12311
918,724.2653198,1017.424561,986.9603271,974.0396729,272.80661,997.534363,493.660675,1014.12311
919,724.2653198,1017.424561,986.9603271,974.0396729,272.80661,997.534363,493.660675,1014.12311
920,724.2653198,1017.424561,986.772583,974.5,272.80661,997.534363,493.47171,1014.06604
921,724.2504272,1017.83252,986.6082764,974.8917236,272.80661,997.534363,493.47171,1014.06604
922,724.2504272,1017.83252,986.7495728,975.1674805,272.80661,997.534363,493.47171,1014.06604
923,724.2504272,1017.83252,986.6082764,975.4072266,272.80661,997.534363,493.47171,1014.06604
924,724.2504272,1017.83252,986.7796021,975.6739502,272.80661,997.534363,493.47171,1014.06604
925,724.2626953,1017.776672,986.7923584,975.9085693,272.80661,997.534363,493.47171,1014.06604
926,724.3570557,1017.737732,986.666687,975.9944458,272.80661,997.534363,493.47171,1014.06604
927,724.3513794,1017.962219,986.666687,975.9944458,272.80661,997.534363,493.47171,1014.06604
928,724.3513794,1017.962219,986.5,976.227417,272.80661,997.534363,493.47171,1014.06604
929,724.5,1018.227417,986.6414185,976.3585815,272.80661,997.534363,493.571014,1013.76233
930,724.5,1018.227417,986.6414185,976.3585815,272.80661,997.534363,493.571014,1013.76233
931,724.5,1018.227417,986.5,976.5,272.80661,997.534363,493.571014,1013.76233
932,724.5,1018.227417,986.5,976.5,272.80661,997.534363,493.638184,1013.73218
933,724.5,1018.227417,986.5,976.5,272.80661,997.534363,493.571014,1013.76233
934,724.6314697,1018.36853,986.5,976.5,272.80661,997.534363,493.638184,1013.73218
935,724.5,1018.5,986.5,976.5,272.80661,997.534363,493.638184,1013.73218
936,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
937,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
938,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
939,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
940,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
941,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
942,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
943,724.5,1018.5,986.8237305,976.1245117,272.80661,997.534363,493.638184,1013.73218
944,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
945,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.638184,1013.73218
946,724.5,1018.5,986.6414185,976.3585815,272.80661,997.534363,493.47171,1014.06604
