Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Head Pink X,Head Pink Y
654,975.6972656,943.8885498,723.7833252,1014.082153,496.2333374,1014.929993,276.2704773,999.7105103
655,975.777771,944.1921997,723.9483643,1014.339478,496.2333374,1014.929993,276.2704773,999.7105103
656,976.2408447,944.4755859,723.8416138,1014.523621,496.2333374,1014.929993,276.2704773,999.7105103
657,976.2518311,944.6782837,723.7786255,1015.045044,496.2333374,1014.929993,276.2704773,999.7105103
658,976.8474121,944.9257202,723.5444336,1015.134583,496.2333374,1014.929993,276.2905579,999.7640381
659,977.2494507,945.4407349,723.6717529,1015.250977,496.2333374,1014.929993,276.2905579,999.7640381
660,976.8759155,945.9568481,723.6717529,1015.250977,496.2333374,1014.929993,276.2034607,999.871582
661,976.675293,946.5749512,723.5980225,1015.310852,496.2638855,1014.78125,276.2905579,999.7640381
662,976.8474121,946.9257202,723.6260376,1015.760742,496.2585144,1014.857117,276.2905579,999.7640381
663,977.336792,947.411499,723.6367798,1015.575867,496.2585144,1014.857117,276.2905579,999.7640381
664,977.336792,947.411499,723.7160645,1015.945007,496.2585144,1014.857117,276.2905579,999.7640381
665,977.381958,947.618042,723.901001,1016.25824,496.2585144,1014.857117,276.2905579,999.7640381
666,977.3693237,948.3058472,723.8970337,1016.430786,496.2585144,1014.857117,276.3420715,999.9708862
667,977.1331177,948.5805664,723.7258301,1016.34906,496.3273315,1015.060059,276.2752991,1000.075867
668,977.2794189,948.7756348,723.4691772,1016.601624,496.3273315,1015.060059,276.2752991,1000.075867
669,977.5,949.083313,723.3052368,1016.744812,496.3273315,1015.060059,276.2752991,1000.075867
670,977.5,949.083313,723.3052368,1016.744812,496.3273315,1015.060059,276.2752991,1000.075867
671,977.5500488,949.2921143,723.3052368,1016.744812,496.5,1015,276.3668213,1000.185669
672,977.381958,949.618042,723.3052368,1016.744812,496.5,1015,276.2752991,1000.075867
673,977.5,949.5,723.3052368,1016.744812,496.5,1015,276.2752991,1000.075867
674,977.5,949.5,723.5192261,1016.957703,496.5,1015,276.2752991,1000.075867
675,977.5,949.5,723.3678589,1016.794128,496.5,1015,276.2752991,1000.075867
676,977.5,949.5,723.3678589,1016.794128,496.5,1015,276.2752991,1000.075867
677,977.5,949.5,723.3678589,1016.794128,496.5,1015,276.2752991,1000.075867
678,977.192627,949.3575439,723.5,1016.695374,496.5,1015,276.2752991,1000.075867
679,977.2298584,948.9782104,723.8282471,1016.752563,496.5,1015,276.2752991,1000.075867
680,977.2298584,948.9782104,723.9761963,1016.9328,496.5,1015,276.2752991,1000.075867
681,977.0802002,948.7886963,723.7911377,1016.986145,496.5,1015,276.2752991,1000.075867
682,976.9607544,948.5784302,723.7911377,1016.986145,496.3569336,1015.120972,276.2752991,1000.075867
683,977.1174927,948.7514038,723.7911377,1016.986145,496.5,1015,276.2752991,1000.075867
684,976.4328003,948.6497192,723.7911377,1016.986145,496.5,1015,276.2752991,1000.075867
685,976.4328003,948.6497192,723.7911377,1016.986145,496.5,1015,276.2752991,1000.075867
686,976.1801147,948.7460938,723.6051025,1017.03479,496.5,1015,276.2752991,1000.075867
687,976.1801147,948.7460938,723.7162476,1016.913208,496.5,1015,276.2752991,1000.075867
688,976.1801147,948.7460938,723.6834717,1016.43927,496.3569336,1015.120972,276.2752991,1000.075867
689,976.1801147,948.7460938,723.7397461,1016.485901,496.5,1015,276.2752991,1000.075867
690,976.1801147,948.7460938,723.7397461,1016.485901,495.8591003,1015.140869,276.2752991,1000.075867
691,976.3575439,948.673584,723.7397461,1016.485901,495.8591003,1015.140869,276.2752991,1000.075867
692,976.324707,948.5749512,723.7397461,1016.485901,495.8591003,1015.140869,276.2752991,1000.075867
693,976.324707,948.5749512,723.7397461,1016.485901,495.8591003,1015.140869,276.2752991,1000.075867
694,976.4328003,948.6497192,723.7397461,1016.485901,495.8591003,1015.140869,276.2752991,1000.075867
695,976.6078491,948.5784302,723.7397461,1016.485901,496.3569336,1015.120972,276.2752991,1000.075867
696,976.5950928,948.8323364,723.7264404,1016.531799,496.3569336,1015.120972,276.2752991,1000.075867
697,976.6437988,949.093689,723.9031372,1016.858948,496.3569336,1015.120972,276.2752991,1000.075867
698,976.7686768,948.914856,723.9031372,1016.858948,496.3569336,1015.120972,276.2752991,1000.075867
699,976.9512939,948.8517456,723.9031372,1016.858948,496.3569336,1015.120972,276.2752991,1000.075867
700,976.8582153,948.9714355,723.9031372,1016.858948,496.3569336,1015.120972,276.2752991,1000.075867
701,976.8582153,948.9714355,723.9031372,1016.858948,496.3569336,1015.120972,276.2752991,1000.075867
702,976.8582153,948.9714355,723.848877,1017.106628,496.3569336,1015.120972,276.2752991,1000.075867
703,976.8582153,948.9714355,723.8027344,1017.083008,496.3569336,1015.120972,276.2752991,1000.075867
704,976.8582153,948.9714355,723.8027344,1017.083008,496.3569336,1015.120972,276.2752991,1000.075867
705,976.8582153,948.9714355,723.8027344,1017.083008,496.3569336,1015.120972,276.2752991,1000.075867
706,976.6848145,949.1893311,723.8027344,1017.083008,496.3569336,1015.120972,276.2752991,1000.075867
707,977.2311401,950.171875,723.9457397,1017.198425,496.5,1015,276.2752991,1000.075867
708,977.1029053,950.3892822,723.9457397,1017.198425,496.5,1015,276.2752991,1000.075867
709,977.0330811,950.5,723.9457397,1017.198425,496.5,1015,276.2752991,1000.075867
710,977.0330811,950.5,723.8027344,1017.083008,496.5,1015,276.2752991,1000.075867
711,977.0330811,950.5,723.8027344,1017.083008,496.5,1015,276.2752991,1000.075867
712,977.0330811,950.5,723.8027344,1017.083008,496.5,1015,276.2752991,1000.075867
713,977.0330811,950.5,723.8027344,1017.083008,496.5,1015,276.2752991,1000.075867
714,976.4434204,950.1972046,723.8027344,1017.083008,496.5,1015,276.2752991,1000.075867
715,976.4434204,950.1972046,723.8027344,1017.083008,496.5,1015,276.2752991,1000.075867
716,976.6090698,950.1173096,723.8027344,1017.083008,496.5,1015,276.2752991,1000.075867
717,976.6968384,950.1297607,723.8027344,1017.083008,496.5710144,1014.762329,276.2752991,1000.075867
718,976.3496704,949.793457,723.8027344,1017.083008,496.5710144,1014.762329,276.2752991,1000.075867
719,976.2368164,949.8260498,723.8027344,1017.083008,496.5710144,1014.762329,276.2752991,1000.075867
720,976.3703613,949.3796387,723.6950073,1017.010803,496.9134521,1014.605774,276.2752991,1000.075867
721,976.1571655,948.8713379,723.3786011,1016.630981,496.3549805,1014.64502,276.2752991,1000.075867
722,976.1817017,948.5721436,723.2485352,1016.743347,496.3549805,1014.64502,276.2752991,1000.075867
723,976.2518311,948.468811,723.2485352,1016.743347,496.8312683,1014.637878,276.2752991,1000.075867
724,976.0725708,948.3098145,723.2926636,1016.671204,496.8312683,1014.637878,276.2752991,1000.075867
725,976.1676636,948.0307007,723.1469116,1016.425415,496.8312683,1014.637878,276.2752991,1000.075867
726,976.0907593,947.4615479,723.5,1016.233521,496.8312683,1014.637878,276.2752991,1000.075867
727,975.9797363,946.6027832,723.3529053,1016.131409,496.8312683,1014.637878,276.2752991,1000.075867
728,975.9797363,946.6027832,723.3676147,1016.219727,496.8312683,1014.637878,276.2752991,1000.075867
729,975.9797363,946.6027832,723.3529053,1016.131409,496.8312683,1014.637878,276.2752991,1000.075867
730,975.845459,946.5675659,723.3529053,1016.131409,496.5714417,1014.325989,276.2752991,1000.075867
731,975.8947144,946.2146606,723.3529053,1016.131409,496.8312683,1014.637878,276.2752991,1000.075867
732,975.9873657,946.1335449,723.2767944,1015.742065,496.8312683,1014.637878,276.2752991,1000.075867
733,975.5654907,945.4655151,722.9544067,1015.481018,496.8312683,1014.637878,276.2752991,1000.075867
734,975.9568481,945.0258789,723.0810547,1015.146118,496.6450195,1014.64502,276.2752991,1000.075867
735,975.9568481,945.0258789,723.2700195,1014.881714,497,1014.5,276.2752991,1000.075867
736,975.8086548,944.7603149,723.3256836,1014.441528,496.5,1014.5,276.2389832,1000.05188
737,975.8086548,944.7603149,723.2312012,1014.268799,496.5,1014.5,276.2389832,1000.05188
738,975.8086548,944.7603149,723.3270874,1014.095093,496.5,1014.5,276.0467529,1000.184021
739,975.8417969,944.9314575,723.2505493,1014.011658,496.5,1014.5,276.0467529,1000.184021
740,975.6306763,944.6941528,723.2505493,1014.011658,496.5,1014.5,276.0467529,1000.184021
741,975.5,944.5,723.1055908,1014.195801,496.5,1014,276.0467529,1000.184021
742,975.3693237,944.3058472,723.1055908,1014.195801,496.5,1014,276.0467529,1000.184021
743,975.2794189,944.2243652,723.1055908,1014.195801,496.5,1013.5,276.0467529,1000.184021
744,975.2794189,944.2243652,723.1055908,1014.195801,496.5,1013.5,276.0467529,1000.184021
745,975.2794189,944.2243652,723.1055908,1014.195801,496.5,1013.5,276.0467529,1000.184021
746,975.2794189,944.2243652,723.1055908,1014.195801,496.5,1013.5,276.0467529,1000.184021
747,974.9313965,944.3921509,723.1137085,1014.099243,496.5,1013.5,276.0467529,1000.184021
748,974.7481689,944.3217163,723.1137085,1014.099243,496.5,1013.5,276.0467529,1000.184021
749,974.588623,944.553772,723.1137085,1014.099243,496.5,1013.5,276.0467529,1000.184021
750,974.4259033,944.6018677,723.1137085,1014.099243,496.5,1013.5,276.0467529,1000.184021
751,974.5957642,944.6782837,723.1137085,1014.099243,496.5,1013.5,276.0467529,1000.184021
752,974.6967773,944.7497559,723.2521362,1014.342957,496.5,1013.5,276.0915527,1000.200256
753,975.2965698,945.0992432,723.3233643,1014.401978,496.5,1013.5,276.2752991,1000.075867
754,975.1876831,945.8295288,723.3551636,1014.471008,496.5,1013.5,276.2752991,1000.075867
755,975.1029053,946.3892822,723.3551636,1014.471008,496.5,1013.5,276.2752991,1000.075867
756,975.1331177,946.5805664,723.3223877,1014.825134,496.5,1013.5,276.2752991,1000.075867
757,975.2625122,946.7967529,723.1773682,1015.084534,496.5,1013.5,276.2752991,1000.075867
758,975.3027344,947.1114502,723.2353516,1015.317566,496.5,1013.5,276.2752991,1000.075867
759,975.2489014,947.3119507,723.1229248,1015.043762,496.5,1013.5,276.2752991,1000.075867
760,975.1625366,947.916687,723.2301636,1015.269836,496.5,1013.5,276.2752991,1000.075867
761,975.2794189,948.2243652,723.0247192,1015.140137,496.5,1013.5,276.2752991,1000.075867
762,975.3693237,948.3058472,723.0775757,1015.833313,496.5,1013.5,276.2752991,1000.075867
763,975.229187,948.5,723.1029663,1015.801758,496.5,1013.5,276.2752991,1000.075867
764,975.3693237,948.6941528,723.1029663,1015.801758,496.5,1013.5,276.2752991,1000.075867
765,975.4094238,948.9910278,723.1029663,1015.801758,496.5,1013.5,276.2752991,1000.075867
766,975.6113281,949.1626587,723.3251953,1016.276245,496.5,1013.5,276.2752991,1000.075867
767,975.6907349,949.3434448,723.3779297,1016.314087,496.8790588,1013.643066,276.2752991,1000.075867
768,975.9587402,949.7357788,723.3710938,1016.626953,496.8790588,1013.643066,276.2752991,1000.075867
769,976.5945435,949.9349976,723.3847046,1016.336365,496.8790588,1013.643066,276.2752991,1000.075867
770,976.7539063,950.2337646,723.3847046,1016.336365,496.8790588,1013.643066,276.2752991,1000.075867
771,976.8516235,950.4230347,723.2570801,1016.249451,496.8790588,1013.643066,276.2752991,1000.075867
772,976.758667,950.5551758,723.2521362,1016.387817,496.8790588,1013.643066,276.2752991,1000.075867
773,976.5852661,950.6343384,723.3659058,1016.562439,496.8790588,1013.643066,276.2752991,1000.075867
774,976.5852661,950.6343384,723.3659058,1016.562439,496.8790588,1013.643066,276.2752991,1000.075867
775,976.7597656,950.7183838,723.3659058,1016.562439,496.8790588,1013.643066,276.2752991,1000.075867
776,976.7597656,950.7183838,723.2694092,1016.244263,496.3276367,1013.732178,276.2752991,1000.075867
777,976.7671509,950.9219971,723.4039917,1016.149353,496.3276367,1013.732178,276.2752991,1000.075867
778,977.0368042,951.1828613,723.4039917,1016.149353,496.3276367,1013.732178,276.2752991,1000.075867
779,977.0368042,951.1828613,723.4072876,1016.106201,496.3276367,1013.732178,276.2752991,1000.075867
780,977.0368042,951.1828613,723.4039917,1016.149353,496.3276367,1013.732178,276.2752991,1000.075867
781,977.0368042,951.1828613,723.3945313,1016.289063,496.8921509,1014.529419,276.2752991,1000.075867
782,977.0368042,951.1828613,723.458313,1016.454529,496.8921509,1014.529419,276.2752991,1000.075867
783,977.1913452,951.5296021,723.7810669,1016.5,496.8921509,1014.529419,276.2752991,1000.075867
784,977.4382935,951.5963135,723.7810669,1016.5,496.8921509,1014.529419,276.2752991,1000.075867
785,977.5254517,951.6900024,723.7810669,1016.5,496.8921509,1014.529419,276.2752991,1000.075867
786,977.5254517,951.6900024,723.7597046,1016.598633,496.5877991,1014.58783,276.2752991,1000.075867
787,977.6856689,951.600647,723.7810669,1016.5,496.5877991,1014.58783,276.2752991,1000.075867
788,977.6340942,951.3930664,723.7810669,1016.5,496.5877991,1014.58783,276.2752991,1000.075867
789,977.6340942,951.3930664,723.7810669,1016.5,496.5877991,1014.58783,276.2752991,1000.075867
790,977.6340942,951.3930664,723.7810669,1016.5,496.5877991,1014.58783,276.2752991,1000.075867
791,977.6856689,951.600647,723.7810669,1016.5,496.5877991,1014.58783,276.2752991,1000.075867
792,977.6340942,951.3930664,723.7129517,1016.29657,496.5877991,1014.58783,276.2752991,1000.075867
793,977.6109009,951.2040405,723.6555176,1016.165955,496.5877991,1014.58783,276.2752991,1000.075867
794,977.5,951.083313,723.6525879,1016.120972,496.5877991,1014.58783,276.2752991,1000.075867
795,977.5,951.083313,723.882019,1015.969055,496.5877991,1014.58783,276.2752991,1000.075867
796,977.5,951.083313,723.9681396,1015.440918,496.5877991,1014.58783,276.2752991,1000.075867
797,977.5,951.083313,723.9758911,1015.392212,496.9134521,1014.605774,276.2752991,1000.075867
798,977.5,951.083313,723.9758911,1015.392212,496.8921509,1014.529419,276.2752991,1000.075867
799,977.5,951.083313,723.9758911,1015.392212,496.9134521,1014.605774,276.2752991,1000.075867
800,977.5,951.083313,723.757019,1015.600525,496.9134521,1014.605774,276.2752991,1000.075867
801,977.5,951.083313,723.6934204,1016.012024,496.8921509,1014.529419,276.2752991,1000.075867
802,977.5970459,951.5,723.3513794,1016.346558,496.8921509,1014.529419,276.2752991,1000.075867
803,977.3676758,951.8676758,723.4248047,1016.453613,496.8921509,1014.529419,276.2752991,1000.075867
804,977.4395752,952.6107178,723.5592041,1016.575073,496.8921509,1014.529419,276.2752991,1000.075867
805,977.6907349,953.3434448,723.5338135,1016.883179,496.8921509,1014.529419,276.2752991,1000.075867
806,978.4899292,953.8534546,723.5299072,1016.924316,496.8921509,1014.529419,276.2752991,1000.075867
807,977.9304199,954.3411865,723.4666748,1016.876526,496.8921509,1014.529419,276.2752991,1000.075867
808,978.3164063,954.595459,723.9648438,1017.159851,496.8921509,1014.529419,276.2752991,1000.075867
809,978.7702026,955.2197266,723.8477783,1017.304504,496.8921509,1014.529419,276.2752991,1000.075867
810,978.9892578,955.9438477,723.8831787,1017.567017,496.8448792,1014.689758,276.2752991,1000.075867
811,978.9892578,956.3309326,723.9953613,1017.494202,496.8921509,1014.529419,276.2752991,1000.075867
812,978.9892578,956.3309326,723.9953613,1017.494202,496.8448792,1014.689758,276.2752991,1000.075867
813,979.2255859,956.9644165,724.0093994,1017.453064,496.444458,1014.54071,276.2752991,1000.075867
814,979.3575439,956.7704468,723.7630005,1017.498718,496.444458,1014.54071,276.2752991,1000.075867
815,979.381958,956.9620361,723.6068115,1017.70343,496.444458,1014.54071,276.2752991,1000.075867
816,979.3890991,956.3656616,723.7630005,1017.498718,496.444458,1014.54071,276.2752991,1000.075867
817,979.2418823,956.1481323,723.6640015,1017.414368,496.444458,1014.54071,276.2752991,1000.075867
818,979.2418823,956.1481323,723.6640015,1017.414368,496.444458,1014.54071,276.2752991,1000.075867
819,979.1913452,955.5296021,723.6640015,1017.414368,496.444458,1014.54071,276.2752991,1000.075867
820,979.3575439,955.192627,723.4807739,1017.184631,496.7382813,1014.650146,276.2752991,1000.075867
821,979.3575439,955.192627,723.4404907,1017.017212,496.7382813,1014.650146,276.2752991,1000.075867
822,979.1613159,954.2823486,724.0581055,1017.206421,496.7382813,1014.650146,276.2752991,1000.075867
823,979.2246704,953.5629883,724.31427,1016.98877,496.7382813,1014.650146,276.2752991,1000.075867
824,979.1739502,953.1739502,724.3433228,1017.062012,496.7382813,1014.650146,276.3668213,1000.185669
825,979.1739502,953.1739502,724.5131836,1016.985107,496.7382813,1014.650146,276.5,1000
826,979.0519409,952.9523926,724.512085,1016.454285,496.7382813,1014.650146,276.5,1000
827,978.8192139,952.479126,724.5459595,1016.238098,496.7382813,1014.650146,276.5,1000
828,978.9689941,952.2091675,724.5095825,1016.117493,496.7382813,1014.650146,276.5,1000
829,978.9689941,952.2091675,724.5095825,1016.117493,496.6302185,1014.440125,276.5,1000
830,979.0769043,951.843689,724.5095825,1016.117493,496.6302185,1014.440125,276.5,1000
831,979.0769043,951.843689,724.5095825,1016.117493,496.6302185,1014.440125,276.5,1000
832,979.0769043,951.843689,724.5095825,1016.117493,496.6302185,1014.440125,276.5,1000
833,979.0769043,951.843689,724.5095825,1016.117493,495.966095,1014.624268,276.5,1000
834,978.888916,951.0562134,723.8947144,1015.955627,495.966095,1014.624268,276.5,1000
835,978.7622681,950.8100586,723.3457031,1015.824341,495.966095,1014.624268,276.5,1000
836,978.888916,950.5887451,723.81073,1015.704285,495.966095,1014.624268,276.5,1000
837,978.8739624,950.1903076,723.81073,1015.704285,495.966095,1014.624268,276.5,1000
838,978.7805176,950.0794678,723.881897,1015.528687,495.966095,1014.624268,276.5,1000
839,978.7805176,950.0794678,723.9337769,1015.206726,495.966095,1014.624268,276.5,1000
840,978.5905151,949.192627,724.2205811,1014.556885,496.5710144,1014.762329,276.5,1000
841,978.4036865,949.1913452,724.229248,1014.47345,496.5242004,1015.435486,276.5,1000
842,978.1789551,948.8210449,724.2426758,1014.432007,496.6897583,1015.15509,276.4091492,999.8984375
843,978.0988159,948.6126709,724.2769165,1014.404419,497,1015,276.4091492,999.8984375
844,977.8838501,948.722229,724.1795044,1014.332336,497,1015,276.4091492,999.8984375
845,977.9529419,948.9254761,724.1795044,1014.332336,496.7666626,1014.929993,276.4091492,999.8984375
846,977.9019775,948.5257568,724.1795044,1014.332336,496.7666626,1014.929993,276.4091492,999.8984375
847,977.9019775,948.5257568,724.1795044,1014.332336,496.7666626,1014.929993,276.4516602,999.9321899
848,978.0317993,948.3085938,724.1795044,1014.332336,496.7666626,1014.929993,276.4516602,999.9321899
849,978.0317993,948.3085938,724.1795044,1014.332336,496.7666626,1014.929993,276.4516602,999.9321899
850,978.0317993,948.3085938,724.1795044,1014.332336,497.1408997,1015.140869,276.4516602,999.9321899
851,977.9019775,948.5257568,724.1795044,1014.332336,497,1015,276.4516602,999.9321899
852,977.8386841,948.7176514,724.2426758,1014.432007,497,1015,276.65271,999.9177246
853,977.8386841,948.7176514,724.3032227,1014.878479,497,1015,276.7191467,999.8439941
854,977.7374878,948.7967529,724.3032227,1014.878479,497,1015,276.65271,999.9177246
855,977.5,949.5,724.2982178,1015.040466,497,1015,276.65271,999.9177246
856,977.618042,949.618042,724.2982178,1015.040466,497,1015,276.65271,999.9177246
857,977.618042,949.618042,724.2982178,1015.040466,497,1015,276.65271,999.9177246
858,977.663208,949.411499,724.2982178,1015.040466,497,1015,276.65271,999.9177246
859,977.663208,949.411499,724.2982178,1015.040466,497,1015,276.65271,999.9177246
860,977.6856689,949.600647,724.2982178,1015.040466,497,1015,276.65271,999.9177246
861,978.0640259,949.6087036,724.8141479,1015.285706,496.5735779,1015.087097,276.65271,999.9177246
862,978.0640259,949.6087036,724.8141479,1015.285706,496.5735779,1015.087097,276.65271,999.9177246
863,978.0640259,949.6087036,724.8141479,1015.285706,496.5735779,1015.087097,276.65271,999.9177246
864,978.6392822,949.7138062,724.8141479,1015.285706,496.5735779,1015.087097,276.65271,999.9177246
865,978.6392822,949.7138062,724.8141479,1015.285706,496.5735779,1015.087097,276.65271,999.9177246
866,978.6392822,949.7138062,724.9876099,1015.414429,496.5735779,1015.087097,276.65271,999.9177246
867,978.9918823,949.725708,724.9876099,1015.414429,496.5735779,1015.087097,276.65271,999.9177246
868,979.2489014,949.3119507,724.9675903,1015.454163,496.5735779,1015.087097,276.65271,999.9177246
869,979.5,949.916687,725.1360474,1015.507935,496.5901489,1015.409851,276.65271,999.9177246
870,979.5905762,950.0089722,725.180542,1015.384277,497,1015.5,276.65271,999.9177246
871,979.5905762,950.0089722,725.180542,1015.384277,497,1015.5,276.7701111,999.9094849
872,979.5905762,950.0089722,725.180542,1015.384277,496.5,1015.5,276.7701111,999.9094849
873,979.5905762,950.0089722,725.180542,1015.384277,496.5,1015.5,276.7701111,999.9094849
874,980.1550903,951.1175537,725.2684937,1015.238892,496.5,1015.5,276.7019653,999.9830322
875,980.5,951.5,725.5,1015.089844,496.5,1015.5,276.7019653,999.9830322
876,980.5,951.5,725.475708,1015.208313,496.5,1015.5,276.7019653,999.9830322
877,980.5,952.0263062,725.2468872,1015.033813,496.5,1015.5,276.7019653,999.9830322
878,980.5,952.5,724.7952271,1015.641602,496.5,1015.5,276.7019653,999.9830322
879,980.5958252,952.6471558,724.9355469,1015.650024,496.5,1015.5,276.7019653,999.9830322
880,980.4234619,952.6429443,724.4719849,1016.023438,496.3621521,1015.831299,276.7019653,999.9830322
881,980.4234619,952.6429443,724.4532471,1015.960388,496,1016,276.7019653,999.9830322
882,980.4234619,952.6429443,724.4532471,1015.960388,496,1016,276.7019653,999.9830322
883,980.4234619,952.6429443,724.4532471,1015.960388,496,1016,276.7019653,999.9830322
884,980.762085,952.6890869,724.6195068,1015.86792,496,1016,276.7019653,999.9830322
885,980.9342651,952.6943359,725.5111694,1015.766174,496,1016,276.7019653,999.9830322
886,981.1029053,952.6107178,725.163208,1015.524292,496,1016,276.7019653,999.9830322
887,981.1029053,952.6107178,725.4263306,1015.164063,496,1016,276.7019653,999.9830322
888,981.1029053,952.6107178,725.4263306,1015.164063,496,1016,276.7019653,999.9830322
889,981.1029053,952.6107178,725.4263306,1015.164063,496,1016,276.7507019,1000
890,981.1029053,952.6107178,725.4263306,1015.164063,496,1016,276.7507019,1000
891,981.1933594,952.3143311,725.4263306,1015.164063,496.5,1016,276.7507019,1000
892,981.2625122,952.2032471,725.4263306,1015.164063,496.5,1016,276.7507019,1000
893,981.3214722,952.0794678,725.4263306,1015.164063,496.5,1016,276.7507019,1000
894,981.2794189,950.7756348,725.4227905,1014.903809,496.5,1016,276.7507019,1000
895,981.0330811,950.5,725.4227905,1014.903809,496.5,1016,276.7507019,1000
896,980.675293,950.4250488,725.1427002,1015.003906,496.5,1016,276.7507019,1000
897,980.7116699,950.0219116,725.3588867,1014.343079,496.5,1016,276.7507019,1000
898,980.6893921,949.2001953,725.3588867,1014.343079,496.5,1016,276.7507019,1000
899,980.5784302,948.9607544,725.3588867,1014.343079,496.125,1015.78241,276.7507019,1000
900,980.5784302,948.9607544,725.3588867,1014.343079,496.125,1015.78241,276.7507019,1000
901,981.4642944,949.8624268,725.9438477,1014.010742,496.0188599,1015.4245,276.8430481,999.9458618
902,981.4642944,949.8624268,725.9438477,1014.010742,496.0188599,1015.4245,276.8430481,999.9458618
903,981.4642944,949.8624268,725.9438477,1014.010742,496.5242004,1015.435486,276.8430481,999.9458618
904,981.4642944,949.8624268,725.9438477,1014.010742,496.5242004,1015.435486,276.8430481,999.9458618
905,981.4642944,949.8624268,725.767395,1014.177856,496.5242004,1015.435486,276.8430481,999.9458618
906,981.4642944,949.8624268,725.767395,1014.177856,496.5242004,1015.435486,276.8430481,999.9458618
907,981.4642944,949.8624268,725.767395,1014.177856,496.5242004,1015.435486,276.8430481,999.9458618
908,981.3372192,949.9807129,725.767395,1014.177856,496.5242004,1015.435486,276.8430481,999.9458618
909,981.3372192,949.9807129,725.767395,1014.177856,496.5242004,1015.435486,276.8430481,999.9458618
910,981.3121338,950.1748047,725.767395,1014.177856,496.5242004,1015.435486,276.8430481,999.9458618
911,981.2388306,950.2937622,725.767395,1014.177856,496.5242004,1015.435486,276.8430481,999.9458618
912,980.9417725,950.6061401,725.767395,1014.177856,496.5242004,1015.435486,276.8430481,999.9458618
913,980.9417725,950.6061401,725.7874146,1014.489502,496.5242004,1015.435486,276.8430481,999.9458618
914,980.9417725,950.6061401,725.7401123,1014.692505,496.5242004,1015.435486,276.8430481,999.9458618
915,981.1613159,950.7176514,725.9658203,1014.830505,497.1408997,1015.140869,276.8430481,999.9458618
916,981.1161499,951.1161499,725.9658203,1014.830505,497.1408997,1015.140869,276.8430481,999.9458618
917,981.1018677,951.5,725.9658203,1014.830505,497.1408997,1015.140869,276.8430481,999.9458618
918,981.1913452,951.7753296,726.2380981,1014.938782,497.1408997,1015.140869,277.0120544,999.9009399
919,981.2311401,952.171875,726.3319092,1015.037659,497,1015,277.0120544,999.9009399
920,980.7481689,952.3217163,725.6801147,1014.747314,497,1015,277.0120544,999.9009399
921,980.7481689,952.3217163,725.6154785,1014.747803,497,1015,277.0120544,999.9009399
922,980.5740967,952.3981323,725.6154785,1014.747803,497,1015,277.0120544,999.9009399
923,980.4042358,952.3217163,725.6154785,1014.747803,496.6430664,1015.120972,277.0120544,999.9009399
924,980.5740967,952.3981323,725.5495605,1015.224548,496.6430664,1015.120972,277.0120544,999.9009399
925,980.468811,952.7481689,725.3491211,1015.073792,496.6430664,1015.120972,277.0120544,999.9009399
926,980.5543213,953.4347534,725.3491211,1015.073792,496.6430664,1015.120972,277.0120544,999.9009399
927,981.1018677,953.5,725.3491211,1015.073792,496.6610718,1015.338928,277.0120544,999.9009399
928,980.6777954,953.5,725.3466797,1015.489685,496.6610718,1015.338928,277.0120544,999.9009399
929,980.6777954,953.5,725.4268188,1015.724915,496.6610718,1015.338928,276.8971252,999.836792
930,980.4071655,954.2337646,725.4268188,1015.724915,496.6610718,1015.338928,276.8971252,999.836792
931,980.0895996,954.0859985,725.4268188,1015.724915,496.5901489,1015.409851,276.8971252,999.836792
932,980.0895996,954.0859985,725.4268188,1015.724915,496.5901489,1015.409851,276.8971252,999.836792
933,980.4023438,954.010437,725.4268188,1015.724915,496.5242004,1015.435486,276.8971252,999.836792
934,980.6617432,954.0654297,725.4077148,1015.967957,496.2345581,1015.649353,276.8971252,999.836792
935,980.9193726,954.0281982,725.3346558,1016.085327,496.2345581,1015.649353,276.8971252,999.836792
936,980.9193726,954.0281982,725.3346558,1016.085327,496.2345581,1015.649353,276.8971252,999.836792
937,980.9193726,954.0281982,725.3346558,1016.085327,496.2345581,1015.649353,276.8971252,999.836792
938,980.7850952,953.8120728,725.3346558,1016.085327,496.2345581,1015.649353,276.8971252,999.836792
939,980.7850952,953.8120728,725.3346558,1016.085327,496.2345581,1015.649353,276.8971252,999.836792
940,980.7850952,953.8120728,725.3961792,1016.210266,496.2345581,1015.649353,276.8971252,999.836792
941,980.7850952,953.8120728,725.4421997,1016.510193,496.2345581,1015.649353,276.8971252,999.836792
942,980.7850952,953.8120728,725.4421997,1016.510193,496.2345581,1015.649353,276.8971252,999.836792
943,980.7850952,953.8120728,725.4421997,1016.510193,496.2345581,1015.649353,276.8971252,999.836792
944,980.9700317,953.8327026,725.4421997,1016.510193,496.2345581,1015.649353,276.8971252,999.836792
945,981.1080933,954.0429688,725.4421997,1016.510193,496.2345581,1015.649353,276.8971252,999.836792
946,981.1080933,954.0429688,725.4421997,1016.510193,496.2345581,1015.649353,276.6915283,1000.175415
947,981.1080933,954.0429688,725.4421997,1016.510193,496.2345581,1015.649353,276.8971252,999.836792
948,981.5,954,725.4421997,1016.510193,496.2345581,1015.649353,276.8971252,999.836792
949,981.5,954,725.4421997,1016.510193,496.2345581,1015.649353,276.8971252,999.836792
