Timestamp (microseconds),Pos X (m),Pos Y (m),Pos Z (m),Seconds
1658789512297515,0.11059739070725527,-0.48239871824216074,0.9372701609826812,0.0
1658789512313513,0.10940718699931296,-0.475501640344854,0.9394064240482187,0.015998125076293945
1658789512329511,0.10955977721827992,-0.4708628976882583,0.9155107957579922,0.03199601173400879
1658789512345509,0.10904097047379224,-0.47388418402380417,0.8975356679636839,0.047994136810302734
1658789512361507,0.10952925917448653,-0.47260242618448167,0.9006790264744033,0.06399202346801758
1658789512377505,0.11038376440070152,-0.4629282063019762,0.9082475013351647,0.07999014854431152
1658789512393503,0.10940718699931296,-0.4624704356450753,0.908888380254826,0.09598803520202637
1658789512409501,0.10888838025482528,-0.4750743877317465,0.905317769130999,0.11198616027832031
1658789512425499,0.11068894483863545,-0.48441290913252466,0.9060807202258339,0.12798404693603516
1658789512441496,0.11282520790417294,-0.4825513084611277,0.9100480659189749,0.1439809799194336
1658789512457494,0.11334401464866062,-0.4769970244907302,0.9082169832913713,0.15997910499572754
1658789512473492,0.11187914854657777,-0.474494544899672,0.9008621347371637,0.17597699165344238
1658789512489490,0.11023117418173456,-0.4698863202868697,0.8964370183871218,0.19197511672973633
1658789512505488,0.11038376440070152,-0.45886930647745494,0.8982375829709319,0.20797300338745117
1658789512521486,0.11084153505760241,-0.45371175707637157,0.901197833218891,0.22397112846374512
1658789512537484,0.10949874113069313,-0.465400167849241,0.9030899519340814,0.23996901512145996
1658789512553482,0.10824750133516403,-0.4799572747386893,0.9076676585030903,0.2559671401977539
1658789512569480,0.10910200656137903,-0.47943846799420164,0.9170061799038685,0.27196502685546875
1658789512585477,0.11190966659037116,-0.47013046463721686,0.9233539330128941,0.2879621982574463
1658789512601475,0.11535820553902454,-0.4671396963454644,0.9165484092469676,0.30396008491516113
1658789512617462,0.11682307164110739,-0.47232776379034114,0.9037308308537426,0.3199470043182373
1658789512633460,0.11660944533455364,-0.47446402685587863,0.9024490730144201,0.33594512939453125
1658789512649458,0.11578545815213204,-0.4674143587396049,0.9121843289845124,0.3519430160522461
1658789512665455,0.11377126726176812,-0.4644235904478524,0.9233539330128941,0.36794018745422363
1658789512681453,0.11032272831311474,-0.47681391622796987,0.932204165712978,0.3839380741119385
1658789512697451,0.10684367132066797,-0.48957045853360803,0.9323262378881516,0.3999361991882324
1658789512713449,0.10714885175860189,-0.4859998474097811,0.9252155336842911,0.41593408584594727
1658789512729447,0.10983443961242045,-0.47891966124971397,0.9206378271152822,0.4319319725036621
1658789512745445,0.11068894483863545,-0.4829480430304418,0.9214923323414972,0.44793009757995605
1658789512761443,0.1105058365758751,-0.48783093003738465,0.9221942473487452,0.4639279842376709
1658789512777441,0.11178759441519759,-0.48072022583352414,0.9167315175097279,0.47992610931396484
1658789512793439,0.11270313572899937,-0.4728465705348288,0.9095597772182806,0.4959239959716797
1658789512809436,0.10955977721827992,-0.47812619211108576,0.9044022278171973,0.5119211673736572
1658789512825434,0.10699626153963493,-0.4867017624170291,0.8995803768978412,0.5279190540313721
1658789512841432,0.10989547570000724,-0.48612191958495465,0.8988174258030064,0.543917179107666
1658789512857430,0.11447318226901615,-0.4791638056000611,0.9046463721675444,0.5599150657653809
1658789512873428,0.11609063859006596,-0.47388418402380417,0.9097734035248344,0.5759131908416748
1658789512889426,0.11206225680933812,-0.4732433051041429,0.9057145037003131,0.5919110774993896
1658789512905424,0.10650797283894065,-0.4746166170748456,0.8974135957885103,0.6079092025756836
1658789512921422,0.10693522545204814,-0.4740978103303579,0.8971084153505764,0.6239070892333984
1658789512937439,0.11273365377279276,-0.47177843900206007,0.9048294804303048,0.6399240493774414
1658789512953436,0.11822690165560346,-0.4683604180972001,0.9097734035248344,0.6559209823608398
1658789512969434,0.1192950331883722,-0.46680399786373705,0.9049515526054783,0.6719191074371338
1658789512985432,0.11740291447318185,-0.4715953307392997,0.8966506446936755,0.6879169940948486
1658789513001430,0.11523613336385097,-0.47940794995040825,0.8964370183871218,0.7039151191711426
1658789513017428,0.11288624399175973,-0.48102540627145807,0.9013199053940646,0.7199130058288574
1658789513033426,0.11248950942244562,-0.4753185320820936,0.9010452429999241,0.7359111309051514
1658789513049424,0.11480888075074347,-0.4696421759365226,0.8925612268253609,0.7519090175628662
1658789513065422,0.11694514381628096,-0.46631570916304277,0.8796826123445489,0.7679071426391602
1658789513081420,0.1180437933928431,-0.4657969024185551,0.8733958953231098,0.783905029296875
1658789513097417,0.11749446860456203,-0.47446402685587863,0.8846875715266653,0.7999022006988525
1658789513113415,0.11291676203555312,-0.4888380254825666,0.9045548180361642,0.8159000873565674
1658789513129413,0.10757610437170939,-0.49414816510261694,0.913710231174182,0.8318979740142822
1658789513145411,0.10663004501411422,-0.4896925307087816,0.9129472800793472,0.8478960990905762
1658789513161409,0.10849164568551117,-0.4829175249866484,0.9130693522545208,0.863893985748291
1658789513177407,0.10983443961242045,-0.47849240863660647,0.9136186770428019,0.879892110824585
1658789513193405,0.11184863050278437,-0.47818722819867254,0.914717326619364,0.8958899974822998
1658789513209403,0.11401541161211526,-0.4800488288700695,0.9201190203707945,0.9118881225585938
1658789513225401,0.11322194247348705,-0.48566414892805376,0.9257648584725722,0.9278860092163086
1658789513241398,0.11102464332036277,-0.4919203479056993,0.9236285954070347,0.9438831806182861
1658789513257263,0.10720988784618868,-0.49402609292744337,0.9169451438162817,0.9597480297088623
1658789513273260,0.10485999847409744,-0.49292744335088123,0.9166704814221411,0.9757452011108398
1658789513289258,0.10617227435721333,-0.48947890440222785,0.9190203707942324,0.9917430877685547
1658789513305255,0.10702677958342832,-0.4850537880521859,0.9184405279621579,1.0077400207519531
1658789513321252,0.10815594720378385,-0.4812695506218052,0.9163042648966204,1.0237371921539307
1658789513337250,0.10849164568551117,-0.48194094758525985,0.911451895933471,1.0397350788116455
1658789513353247,0.10724040588998207,-0.4858777752346075,0.9065079728389414,1.055732011795044
1658789513369245,0.10455481803616351,-0.48816662851911197,0.9061112382696273,1.071730136871338
1658789513385242,0.10058747234302245,-0.488014038300145,0.9101396200503551,1.0877270698547363
1658789513401239,0.10193026626993174,-0.48328374151216913,0.9125200274662397,1.1037240028381348
1658789513417237,0.11105516136415616,-0.4767528801403831,0.908735790035859,1.1197221279144287
1658789513433234,0.11691462577248757,-0.47824826428625933,0.9027847714961474,1.1357190608978271
1658789513449232,0.11288624399175973,-0.48523689631494626,0.8991226062409403,1.151717185974121
1658789513465229,0.1071183337148085,-0.48612191958495465,0.8998855573357751,1.1677141189575195
1658789513481227,0.10675211718928779,-0.4797131303883422,0.9072404058899828,1.1837120056152344
1658789513497224,0.11068894483863545,-0.4748912794689861,0.9128862439917604,1.199709177017212
1658789513513221,0.11264209964141259,-0.4751049057755399,0.9071183337148092,1.2157061100006104
1658789513529219,0.10873579003585832,-0.47571526665140773,0.8964675364309151,1.2317039966583252
1658789513545216,0.1046158541237503,-0.47562371252002755,0.8943923094529644,1.2477011680603027
1658789513561214,0.1054398413061719,-0.47476920729381256,0.90064850843061,1.2636990547180176
1658789513577087,0.10791180285343671,-0.472938124666209,0.8984512092774857,1.2795720100402832
1658789513593084,0.10855268177309796,-0.47055771725032436,0.8849927519645993,1.2955691814422607
1658789513609081,0.10800335698481689,-0.46982528419928293,0.8816052491035324,1.3115661144256592
1658789513625078,0.11096360723277598,-0.47318226901655613,0.8946669718471048,1.3275630474090576
1658789513641075,0.11438162813763597,-0.48023193713282986,0.9016556038757919,1.343559980392456
1658789513657072,0.11319142442969365,-0.48715953307393,0.893110551613642,1.3595571517944336
1658789513673069,0.11242847333485884,-0.4867017624170291,0.8864271000228889,1.375554084777832
1658789513689066,0.11282520790417294,-0.47895017929350736,0.8932936598764023,1.3915510177612305
1658789513705062,0.11255054551003241,-0.4715953307392997,0.9021744106202796,1.4075469970703125
1658789513721059,0.11160448615243723,-0.4733958953231099,0.9040360112916765,1.42354416847229
1658789513737056,0.10888838025482528,-0.4843518730449379,0.9056839856565198,1.4395411014556885
1658789513753053,0.10577553978789922,-0.49250019073777374,0.9090714885175863,1.455538034439087
1658789513769050,0.10473792629892387,-0.49243915465018695,0.9142290379186697,1.4715349674224854
1658789513785047,0.10684367132066797,-0.48993667505912875,0.9216449225604642,1.487532138824463
1658789513801044,0.10968184939345349,-0.48993667505912875,0.9313801785305564,1.5035290718078613
1658789513817041,0.10998702983138742,-0.49036392767223624,0.9372091248950944,1.5195260047912598
1658789513833038,0.10724040588998207,-0.4893263141832609,0.9300373846036472,1.5355231761932373
1658789513849035,0.10412756542305601,-0.49027237354085607,0.9204547188525218,1.5515201091766357
1658789513865032,0.10382238498512208,-0.4939345387960632,0.921400778210117,1.5675170421600342
1658789513881029,0.10525673304341154,-0.49375143053330284,0.9285114824139775,1.5835139751434326
1658789513896942,0.10617227435721333,-0.4858167391470207,0.9277790493629361,1.5994269847869873
1658789513912939,0.10611123826962654,-0.47693598840314344,0.9124589913786529,1.6154241561889648
1658789513928936,0.1062638284885935,-0.4786755168993668,0.9000381475547421,1.6314210891723633
1658789513944933,0.10617227435721333,-0.49027237354085607,0.9018692301823457,1.6474180221557617
1658789513960929,0.10641641870756047,-0.4917982757305257,0.9036697947661558,1.6634140014648438
1658789513976926,0.10818646524757725,-0.4792553597314413,0.8970168612191962,1.6794111728668213
1658789513992923,0.108400091554131,-0.4733958953231099,0.8871900511177238,1.6954081058502197
1658789514008920,0.10763714045929618,-0.4803540093080034,0.8807507438773179,1.7114050388336182
1658789514024917,0.10852216372930457,-0.48615243762874805,0.8798352025635161,1.7274019718170166
1658789514040914,0.1100785839627676,-0.48358892195010306,0.8815136949721527,1.7433991432189941
1658789514056911,0.11044480048828831,-0.4808422980086977,0.8846875715266656,1.7593960762023926
1658789514072908,0.1104753185320817,-0.48227664606698717,0.886274509803922,1.775393009185791
1658789514088905,0.11148241397726366,-0.48117799649042503,0.8831006332494091,1.7913901805877686
