Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y
94,985.3890991,923.2040405,724.9916382,1008.215454,266.808685,996.982605,491.5,1017.5
95,985.3890991,923.2040405,725.0407104,1008.582703,266.709442,997.02655,491.5,1017.5
96,985.5,923.3191528,725.4219971,1008.654846,266.709442,997.02655,491.5,1017.5
97,985.2246704,923.8086548,725.486084,1008.537048,266.709442,997.02655,491.590149,1017.40985
98,985.2246704,923.8086548,725.3815918,1008.687988,266.905975,996.974365,491.590149,1017.40985
99,985.2625122,924.2032471,725.2745361,1008.783142,267.121094,997.121094,491.590149,1017.40985
100,985.5,924.5,725.2745361,1008.783142,267.121094,997.121094,491.590149,1017.40985
101,985.5,924.5,725.3209839,1009.001221,267.213348,997.023987,491.590149,1017.40985
102,985.7329102,924.7540283,725.1488037,1009.407166,267.311035,996.984253,491.590149,1017.40985
103,985.7995605,925.0200195,725.4016113,1009.358337,267.357147,997,491.590149,1017.40985
104,985.6904297,925.1331177,725.4637451,1009.356018,267.357147,997,491.590149,1017.40985
105,985.6403809,925.4155884,725.1018677,1009.664124,267.357147,997,491.590149,1017.40985
106,985.8571167,925.3045654,725.4512939,1009.786926,267.357147,997,491.590149,1017.40985
107,985.916687,925.5,725.4512939,1009.786926,267.357147,997,491.5,1017.5
108,986.2457886,926.2457886,725.4512939,1009.786926,267.357147,997,491.5,1017.5
109,985.9358521,926.6578979,725.3934326,1009.625427,267.357147,997,491.5,1017.5
110,986.1990967,926.8870239,725.4569702,1010.007751,267.453125,996.992188,491.5,1017.5
111,986.3390503,927.0745239,725.2210693,1010.12616,267.453125,996.992188,491.5,1017.5
112,986.3426514,927.2399902,725.282959,1010.168396,267.453125,996.992188,491.5,1017.5
113,986.4630127,927.3424683,725.0752563,1009.984497,267.453125,996.992188,491.5,1017.5
114,986.4450684,927.7382813,725.2994385,1010.254211,267.453125,996.992188,491.5,1017.5
115,986.3575439,927.7790527,725.170166,1010.322815,267.453125,996.992188,491.5,1017.5
116,986.3575439,927.7790527,725.3322144,1010.440247,267.453125,996.992188,491.5,1017.5
117,986.5957642,928.3217163,725.3748169,1010.468872,267.376984,997.059509,491.5,1017.5
118,986.5957642,928.3217163,725.1938477,1011.029541,267.376984,997.059509,491.5,1017.5
119,986.9313965,928.6078491,725.0456543,1011.397949,267.62204,997.211975,491.5,1017.5
120,987.109375,928.7686768,724.9136353,1011.63501,267.62204,997.211975,491.5,1017.5
121,987.2794189,928.7756348,725.0874634,1011.680603,267.62204,997.211975,491.5,1017.5
122,987.2915649,929.187561,725.0874634,1011.680603,267.677582,997.323792,491.338928,1017.33893
123,987.2781372,929.8586426,725.2061768,1011.408325,267.717834,997.547241,491.338928,1017.33893
124,987.2781372,929.8586426,725.2061768,1011.408325,267.677582,997.323792,491.338928,1017.33893
125,987.2781372,929.8586426,725.2061768,1011.408325,267.62204,997.211975,491.338928,1017.33893
126,987.3407593,930.6655884,724.6998901,1011.963074,267.579529,997.193665,491.338928,1017.33893
127,987.4094238,930.9910278,724.3370361,1011.899536,267.62204,997.211975,491.338928,1017.33893
128,987.4094238,930.9910278,724.4316406,1012.020386,267.655792,997.121094,491.338928,1017.33893
129,987.381958,931.381958,724.8207397,1011.761902,267.749664,997.131409,491.338928,1017.33893
130,987.381958,931.381958,724.9863281,1012.193298,267.749664,997.131409,491.5,1017.5
131,987.381958,931.381958,724.9863281,1012.193298,267.749664,997.131409,491.623413,1017.62341
132,987.381958,931.381958,724.9152832,1012.338989,267.749664,997.131409,491.623413,1017.62341
133,987.381958,931.381958,724.958313,1012.416687,267.971008,996.969543,491.623413,1017.62341
134,987.5,931.5,724.958313,1012.416687,267.971008,996.969543,491.623413,1017.62341
135,987.5,931.5,724.949585,1012.373962,267.971008,996.969543,491.623413,1017.62341
136,987.5,931.5,724.897644,1012.434326,267.971008,996.969543,491.623413,1017.62341
137,987.618042,931.618042,724.897644,1012.434326,267.971008,996.969543,491.623413,1017.62341
138,987.4797974,931.8885498,724.4423218,1012.384644,267.971008,996.969543,491.623413,1017.62341
139,987.5905762,932.0089722,724.4423218,1012.384644,267.971008,996.969543,491.623413,1017.62341
140,987.4223022,932.0064087,724.4423218,1012.384644,267.971008,996.969543,491.623413,1017.62341
141,987.4223022,932.0064087,724.4423218,1012.384644,267.971008,996.969543,491.623413,1017.62341
142,987.5527954,932.2132568,724.6471558,1012.595825,267.793579,997.140869,491.644104,1017.69421
143,987.5527954,932.2132568,724.6471558,1012.595825,267.840942,997.14801,491.623413,1017.62341
144,987.5527954,932.2132568,724.6471558,1012.595825,267.787628,997.20697,491.623413,1017.62341
145,987.6592407,932.3344116,724.6471558,1012.595825,267.763031,997.550781,491.623413,1017.62341
146,987.5,932.5,724.6471558,1012.595825,267.763031,997.550781,491.644104,1017.69421
147,987.5270386,933.0878296,724.6471558,1012.595825,267.763031,997.550781,491.644104,1017.69421
148,987.5270386,933.0878296,725.1543579,1012.712036,267.745331,997.189331,491.644104,1017.69421
149,987.5270386,933.0878296,725.3280029,1012.929077,267.703094,997.128235,491.644104,1017.69421
150,987.5254517,933.4989624,725.3280029,1012.929077,267.703094,997.128235,491.644104,1017.69421
151,987.6109009,933.7959595,725.3280029,1012.929077,267.703094,997.128235,491.644104,1017.69421
152,987.6972656,933.8885498,725.2710571,1013.101196,267.299713,997.211975,491.644104,1017.69421
153,987.6972656,933.8885498,725.2710571,1013.101196,267.579529,997.193665,491.644104,1017.69421
154,987.5905762,934.0089722,725.1514893,1012.986084,267.579529,997.193665,491.644104,1017.69421
155,987.5905762,934.0089722,725.203125,1012.815125,267.579529,997.193665,491.644104,1017.69421
156,987.5905762,934.0089722,725.1514893,1012.986084,267.655792,997.121094,491.644104,1017.69421
157,987.5905762,934.0089722,725.057373,1013.207642,267.607697,997.12207,491.644104,1017.69421
158,987.5905762,934.0089722,725.057373,1013.207642,267.655792,997.121094,491.644104,1017.69421
159,987.5905762,934.0089722,725.057373,1013.207642,267.558777,997.14801,491.644104,1017.69421
160,987.5905762,934.0089722,725.057373,1013.207642,267.558777,997.14801,491.644104,1017.69421
161,987.5905762,934.0089722,725.057373,1013.207642,267.558777,997.14801,491.644104,1017.69421
162,987.5905762,934.0089722,725.057373,1013.207642,267.558777,997.14801,491.644104,1017.69421
163,987.5905762,934.0089722,725.057373,1013.207642,267.558777,997.14801,491.644104,1017.69421
164,987.3693237,934.3058472,724.8405151,1013.203918,267.655792,997.121094,491.644104,1017.69421
165,987.3693237,934.3058472,724.8405151,1013.203918,267.698212,997.13855,491.644104,1017.69421
166,987.3693237,934.3058472,724.671875,1013.231384,267.698212,997.13855,491.644104,1017.69421
167,987.3693237,934.3058472,724.605835,1013.183838,267.698212,997.13855,491.644104,1017.69421
168,987.3693237,934.3058472,724.671875,1013.231384,267.698212,997.13855,491.644104,1017.69421
169,987.3693237,934.3058472,724.671875,1013.231384,267.698212,997.13855,491.644104,1017.69421
170,987.3693237,934.3058472,724.605835,1013.183838,267.698212,997.13855,491.644104,1017.69421
171,987.3693237,934.3058472,724.605835,1013.183838,267.698212,997.13855,491.644104,1017.69421
172,987.2001953,934.3106079,724.605835,1013.183838,267.698212,997.13855,491.644104,1017.69421
173,987.2001953,934.3106079,724.605835,1013.183838,267.698212,997.13855,491.644104,1017.69421
174,987.019104,934.2459717,724.605835,1013.183838,267.698212,997.13855,491.644104,1017.69421
175,986.9274292,934.1676636,724.605835,1013.183838,267.698212,997.13855,491.644104,1017.69421
176,986.8474121,934.0742798,724.605835,1013.183838,267.870361,997.251343,491.644104,1017.69421
177,986.8474121,934.0742798,724.605835,1013.183838,268.113831,997.241211,491.623413,1017.62341
178,986.8474121,934.0742798,724.605835,1013.183838,268.113831,997.241211,491.623413,1017.62341
179,986.8474121,934.0742798,724.605835,1013.183838,268.437347,997.435974,491.623413,1017.62341
180,986.8474121,934.0742798,723.9987793,1013.201172,268.437347,997.435974,491.623413,1017.62341
181,986.9274292,934.1676636,723.9987793,1013.201172,268.532532,997.402466,491.5,1017.5
182,986.6793823,934.3470459,723.9987793,1013.201172,268.532532,997.402466,491.623413,1017.62341
183,986.8474121,934.4126587,723.9987793,1013.201172,268.532532,997.402466,491.623413,1017.62341
184,986.9122314,934.5118408,724.0130005,1013.23877,268.532532,997.402466,491.623413,1017.62341
185,986.9122314,934.5118408,724.18573,1013.413269,268.532532,997.402466,491.623413,1017.62341
186,987.0616455,934.8356934,724.3356323,1013.781982,268.532532,997.402466,491.623413,1017.62341
187,986.9287109,935.0231323,724.3356323,1013.781982,268.532532,997.402466,491.623413,1017.62341
188,987.1258545,936,724.3377686,1013.990051,268.532532,997.402466,491.623413,1017.62341
189,987.3892212,936.1033936,724.2485352,1013.9505,268.532532,997.402466,491.623413,1017.62341
190,987.4751587,936.1853027,724.4230347,1013.876343,268.532532,997.402466,491.623413,1017.62341
191,987.3693237,936.3058472,724.7525635,1014.02179,268.532532,997.402466,491.623413,1017.62341
192,987.5,936.5,724.8032837,1014.145386,268.409149,997.101563,491.623413,1017.62341
193,987.2311401,936.828125,724.8491821,1014.087463,268.409149,997.101563,491.623413,1017.62341
194,987.3659058,937.1976318,724.8984985,1014.145386,268.409149,997.101563,491.623413,1017.62341
195,987.4145508,937.4050903,725.269165,1014.559265,268.409149,997.101563,491.623413,1017.62341
196,987.4145508,937.4050903,725.269165,1014.559265,268.409149,997.101563,491.623413,1017.62341
197,987.703186,937.6050415,725.269165,1014.559265,268.409149,997.101563,491.623413,1017.62341
198,987.6047974,937.8317261,725.2835693,1014.607178,268.409149,997.101563,491.623413,1017.62341
199,987.5,938.1567993,725.1815796,1014.69104,268.409149,997.101563,491.623413,1017.62341
200,987.6592407,938.3344116,725.3826294,1014.878052,268.409149,997.101563,491.784943,1017.78497
201,987.6592407,938.3344116,725.3826294,1014.878052,268.409149,997.101563,491.623413,1017.62341
202,987.6592407,938.3344116,725.3826294,1014.878052,268.409149,997.101563,491.784943,1017.78497
203,987.6592407,938.3344116,725.3826294,1014.878052,268.409149,997.101563,491.784943,1017.78497
204,987.800415,938.5296021,724.777771,1014.769531,268.409149,997.101563,491.784943,1017.78497
205,987.800415,938.5296021,724.5965576,1014.924988,268.409149,997.101563,491.80423,1017.85712
206,987.800415,938.5296021,724.5965576,1014.924988,268.409149,997.101563,491.661072,1018.03925
207,987.800415,938.5296021,725,1015.036743,268.5,997,491.80423,1017.85712
208,987.800415,938.5296021,725,1015.036743,268.5,997,491.638184,1017.96582
209,987.800415,938.5296021,725,1015.036743,268.5,997,491.80423,1017.85712
210,987.800415,938.5296021,724.8748169,1015.327148,268.5,997,491.80423,1017.85712
211,987.800415,938.5296021,724.7943726,1015.168579,268.5,997,491.80423,1017.85712
212,987.800415,938.5296021,724.7943726,1015.168579,268.5,997,491.80423,1017.85712
213,987.800415,938.5296021,724.7943726,1015.168579,268.5,997,491.80423,1017.85712
214,987.800415,938.5296021,724.9963989,1015.077271,268.5,997,491.80423,1017.85712
215,987.800415,938.5296021,724.9742432,1014.997559,268.5,997,491.80423,1017.85712
216,987.6306763,938.6941528,724.9742432,1014.997559,268.5,997,491.80423,1017.85712
217,987.6306763,938.6941528,724.9742432,1014.997559,268.5,997,491.80423,1017.85712
218,987.6306763,938.6941528,724.9742432,1014.997559,268.5,997,491.80423,1017.85712
219,987.6306763,938.6941528,724.9742432,1014.997559,268.5,997,491.80423,1017.85712
220,987.6306763,938.6941528,724.9742432,1014.997559,268.5,997,491.80423,1017.85712
221,987.6306763,938.6941528,724.9157104,1014.950439,268.5,997,491.80423,1017.85712
222,987.4550781,938.6893921,724.7172241,1014.995178,268.409149,997.101563,491.80423,1017.85712
223,987.4550781,938.6893921,724.7172241,1014.995178,268.409149,997.101563,491.80423,1017.85712
224,987.1052856,938.7853394,724.7172241,1014.995178,268.5,997,491.661072,1018.03925
225,987.3119507,939.2489014,724.8310547,1015.302734,268.5,997,491.80423,1017.85712
226,987.3119507,939.2489014,724.8310547,1015.302734,268.5,997,491.80423,1017.85712
227,987.3119507,939.2489014,724.8310547,1015.302734,268.5,997,491.80423,1017.85712
228,987.4104004,939.7416382,724.8310547,1015.302734,268.5,997,491.80423,1017.85712
229,987.5865479,939.7734985,724.8310547,1015.302734,268.657928,996.970886,491.80423,1017.85712
230,987.5865479,939.7734985,724.565979,1015.754639,268.657928,996.970886,491.661072,1018.03925
231,987.6972656,939.8885498,724.9869385,1016.124207,268.657928,996.970886,491.661072,1018.03925
232,987.5996094,940.3793945,724.9869385,1016.124207,268.853729,996.921265,491.661072,1018.03925
233,987.5996094,940.3793945,724.9869385,1016.124207,268.853729,996.921265,491.666656,1018.11298
234,987.5996094,940.3793945,724.7733154,1016.130188,268.853729,996.921265,491.666656,1018.11298
235,987.730835,940.1853027,724.618042,1015.993042,268.853729,996.921265,491.666656,1018.11298
236,987.730835,940.1853027,724.7747803,1016.172791,268.853729,996.921265,491.666656,1018.11298
237,987.8206787,940.1033936,724.746582,1016.391541,268.853729,996.921265,491.666656,1018.11298
238,987.5996094,940.3793945,724.746582,1016.391541,268.646179,996.950806,491.666656,1018.11298
239,987.5996094,940.3793945,724.746582,1016.391541,268.409149,997.101563,491.666656,1018.11298
240,987.9254761,940.3390503,724.746582,1016.391541,268.409149,997.101563,491.666656,1018.11298
241,987.9680786,940.7891235,724.746582,1016.391541,268.409149,997.101563,491.703705,1018.77106
242,987.9680786,940.7891235,724.5733032,1016.447754,268.409149,997.101563,491.703705,1018.77106
243,987.6486206,941.0794067,724.5473022,1016.365967,268.409149,997.101563,491.703705,1018.77106
244,987.6486206,941.0794067,724.6325684,1016.150696,268.409149,997.101563,491.703705,1018.77106
245,987.6486206,941.0794067,724.5585938,1016.240234,268.409149,997.101563,491.605774,1018.91345
246,987.6486206,941.0794067,724.5585938,1016.240234,268.646179,996.950806,491.605774,1018.91345
247,987.6486206,941.0794067,724.6975708,1016.692383,268.839264,997.026367,491.605774,1018.91345
248,987.5,941.2696533,724.6975708,1016.692383,268.839264,997.026367,491.605774,1018.91345
249,987.8086548,941.2246704,724.6975708,1016.692383,268.839264,997.026367,491.605774,1018.91345
250,987.6972656,941.8885498,724.6412354,1016.744263,268.839264,997.026367,491.605774,1018.91345
251,987.6972656,941.8885498,724.5999756,1017.05896,268.839264,997.026367,491.605774,1018.91345
252,988.0792236,941.7139893,724.5999756,1017.05896,268.839264,997.026367,491.605774,1018.91345
253,988.2391357,941.617981,724.5999756,1017.05896,268.839264,997.026367,491.605774,1018.91345
254,988.5,941.8513184,724.5264893,1017.122498,268.839264,997.026367,491.605774,1018.91345
255,988.5,941.8513184,724.5305176,1017.081421,268.839264,997.026367,491.605774,1018.91345
256,988.6578979,941.9358521,724.5,1017.255554,268.839264,997.026367,491.605774,1018.91345
257,988.9274292,942.1676636,724.4557495,1017.366089,268.839264,997.026367,491.605774,1018.91345
258,988.6529541,942.1798706,724.4557495,1017.366089,268.839264,997.026367,491.605774,1018.91345
259,988.4230957,942.2061157,724.4557495,1017.366089,268.839264,997.026367,491.605774,1018.91345
260,988.6477661,942.3776855,724.4557495,1017.366089,268.839264,997.026367,491.605774,1018.91345
261,988.8019409,942.3284912,724.4557495,1017.366089,268.839264,997.026367,491.749237,1019.04279
262,988.6477661,942.3776855,724.4557495,1017.366089,268.839264,997.026367,491.749237,1019.04279
263,988.3179932,942.8482056,724.4887085,1017.482788,268.839264,997.026367,491.749237,1019.04279
264,988.3179932,942.8482056,724.2796631,1017.342468,268.5,997,491.749237,1019.04279
265,988.3179932,942.8482056,724.2796631,1017.342468,268.5,997,491.749237,1019.04279
266,988.3220825,943.0310059,724.385437,1017.587402,268.5,997,491.643066,1019.12097
267,988.3179932,942.8482056,724.3895264,1017.842468,268.544861,997.270386,491.643066,1019.12097
268,988.4945068,943.1575317,724.3895264,1017.842468,268.487701,997.158447,491.643066,1019.12097
269,988.5928345,943.7584839,724.3895264,1017.842468,268.5,997,491.643066,1019.12097
270,988.5928345,943.7584839,724.3895264,1017.842468,268.5,997,491.643066,1019.12097
271,988.5928345,943.7584839,724.3895264,1017.842468,268.5,997,491.643066,1019.12097
272,988.5928345,943.7584839,724.4230347,1017.876343,268.5,997,491.643066,1019.12097
273,988.5928345,943.7584839,724.2890625,1018.09906,268.5,997,491.643066,1019.12097
274,988.5928345,943.7584839,724.4343872,1017.916992,268.5,997,491.643066,1019.12097
275,988.5928345,943.7584839,724.4230347,1017.876343,268.5,997,491.643066,1019.12097
276,988.723999,944.0401001,724.4230347,1017.876343,268.5,997,491.643066,1019.12097
277,988.9122314,944.1795044,724.4230347,1017.876343,268.5,997,491.643066,1019.12097
278,988.8083496,944.31427,724.6838379,1018.441162,268.5,997,491.643066,1019.12097
279,988.9644165,944.4803467,724.727356,1018.387878,268.5,997,491.643066,1019.12097
280,988.9644165,944.4803467,724.727356,1018.387878,268.5,997,491.643066,1019.12097
281,989.0666504,944.548584,724.8867798,1018.484741,268.5,997,491.643066,1019.12097
282,988.8081055,944.9761353,724.272644,1018.612122,268.5,997,491.643066,1019.12097
283,989.0941772,945.1043701,724.272644,1018.612122,268.5,997,491.643066,1019.12097
284,988.9869385,945.4160156,724.272644,1018.612122,268.5,997,491.643066,1019.12097
285,988.9869385,945.4160156,724.272644,1018.612122,268.5,997,491.643066,1019.12097
286,988.9869385,945.4160156,724.272644,1018.612122,268.5,997,491.643066,1019.12097
287,988.9869385,945.4160156,724.1761475,1018.69458,268.5,997,491.643066,1019.12097
288,988.9973145,945.9111328,724.2444458,1019.049377,268.5,997,491.643066,1019.12097
289,989.333313,946.5,724.1115112,1019.020142,268.5,997,491.643066,1019.12097
290,989.154541,946.4324341,724.1115112,1019.020142,268.5,997,491.643066,1019.12097
291,989.154541,946.4324341,724.2481689,1019.128967,268.5,997,491.643066,1019.12097
292,988.9087524,946.5921631,724.2318726,1019.173889,268.5,997,491.643066,1019.12097
293,988.9087524,946.5921631,724.1010742,1019.707642,268.5,997,491.643066,1019.12097
294,988.9087524,946.5921631,724.0700073,1019.57843,268.5,997,491.643066,1019.12097
295,989.5248413,946.8146973,724.0875854,1019.529663,268.5,997,491.643066,1019.12097
296,989.5418091,947.1986084,724.0700073,1019.57843,268.558777,997.052551,491.643066,1019.12097
297,989.5418091,947.1986084,724.223999,1019.721985,268.839264,997.026367,491.478882,1018.29108
298,989.2254028,947.3925171,724.223999,1019.721985,268.839264,997.026367,491.478882,1018.29108
299,989.2848511,947.328064,724.223999,1019.721985,268.839264,997.026367,491.478882,1018.29108
300,989.7963257,947.4015503,724.223999,1019.721985,268.839264,997.026367,491.478882,1018.29108
301,989.5,949.2696533,725.147644,1020.134521,269.38028,997.079407,491.643066,1019.12097
302,989.5,949.2696533,725.2527466,1020.416687,269.38028,997.079407,491.643066,1019.12097
303,989.381958,949.381958,725.1951294,1020.457275,269.38028,997.079407,491.666656,1019.19421
304,989.4345093,949.588501,725.2171021,1020.549011,269.38028,997.079407,491.666656,1019.19421
305,989.5500488,949.7078857,724.9986572,1020.709656,269.38028,997.079407,491.666656,1019.19421
306,989.6972656,949.8885498,724.9986572,1020.709656,269.38028,997.079407,491.666656,1019.19421
