Timestamp (microseconds),Pos X (m),Pos Y (m),Pos Z (m),Seconds
1658790112313934,-0.1821622034027618,0.9908293278400855,0.2965743495841915,0.0
1658790112329931,-0.17358663309681832,0.9731898985275045,0.2800946059357594,0.015996932983398438
1658790112345928,-0.16913099870298298,0.9451132982375832,0.2620584420538643,0.031993865966796875
1658790112361925,-0.17651636530098413,0.9331502250705732,0.25760280766002897,0.04799079895019531
1658790112377922,-0.18234531166552226,0.9449301899748228,0.26266880292973216,0.06398797035217285
1658790112393919,-0.17529564354924843,0.9491111619745176,0.2653543907835507,0.07998490333557129
1658790112409916,-0.1711451895933469,0.9411154345006487,0.2659647516594186,0.09598183631896973
1658790112425912,-0.17642481116960385,0.947585259784848,0.2695353627832455,0.11197781562805176
1658790112441909,-0.17758449683375277,0.9637293049515527,0.2713054093232623,0.1279749870300293
1658790112457906,-0.1723659113450826,0.9721217669947357,0.2666361486228732,0.14397192001342773
1658790112473903,-0.17108415350576012,0.9726710917830168,0.26489662012664983,0.15996885299682617
1658790112489900,-0.17392233157854564,0.971053635461967,0.26276035706111234,0.1759660243988037
1658790112505897,-0.17599755855649635,0.9740444037537195,0.2545510032806897,0.19196295738220215
1658790112521894,-0.17672999160753777,0.9752651255054552,0.25387960631723505,0.20795989036560059
1658790112537891,-0.17547875181200867,0.9581750209811553,0.25931181811245896,0.22395682334899902
1658790112553888,-0.17630273899443027,0.9355611505302512,0.2640726329442282,0.23995399475097656
1658790112569885,-0.18142977035172025,0.938033112077516,0.2696879530022125,0.255950927734375
1658790112585882,-0.1837186236362247,0.9622644388494699,0.27237354085603105,0.27194786071777344
1658790112601879,-0.18228427557793525,0.9765774013885711,0.27533379110399014,0.2879447937011719
1658790112617876,-0.18310826276035685,0.9679407949950409,0.2805218585488669,0.3039419651031494
1658790112633880,-0.18265049210345596,0.9586938277256429,0.2798199435416189,0.3199458122253418
1658790112649877,-0.17892729076066205,0.9636987869077593,0.2680094605935759,0.33594298362731934
1658790112665874,-0.17965972381170348,0.9725490196078432,0.2588235294117647,0.3519399166107178
1658790112681871,-0.18115510795757972,0.9671778439002061,0.26138704509040966,0.3679368495941162
1658790112697868,-0.1804226749065383,0.9433432516975664,0.26404211490043483,0.38393402099609375
1658790112713865,-0.18698405432211784,0.9330891889829864,0.26852826733806356,0.3999309539794922
1658790112729862,-0.1956206607156482,0.9532310978866256,0.27621881437399853,0.4159278869628906
1658790112745859,-0.19165331502250715,0.9753566796368354,0.2788128480964369,0.43192481994628906
1658790112761856,-0.17721828030823217,0.9763942931258107,0.27695124742503996,0.4479219913482666
1658790112777853,-0.16827649347676799,0.9626306553749906,0.27438773174639497,0.46391892433166504
