Timestamp (microseconds),Velocity X (m/s),Velocity Y (m/s),Velocity Z (m/s),Seconds
1658790112313934,-0.185976958876936,0.9948882276646067,0.3018844892042418,0.0
1658790112329931,-0.1783474479285876,0.9867704280155642,0.29126420996414115,0.015996932983398438
1658790112345928,-0.16882581826504905,0.9596093690394447,0.26892500190737767,0.031993865966796875
1658790112361925,-0.1694361791409169,0.9306172274357216,0.25519188220035094,0.04799079895019531
1658790112377922,-0.18359655146105136,0.9356832227054248,0.260013733119707,0.06398797035217285
1658790112393919,-0.18109407186999316,0.9541771572442208,0.2653238727397573,0.07998490333557129
1658790112409916,-0.1694972152285037,0.9440451667048144,0.2653849088273441,0.09598183631896973
1658790112425912,-0.1727931639581901,0.938185702296483,0.26654459449149304,0.11197781562805176
1658790112441909,-0.18005645838101758,0.9569848172732129,0.272526131074998,0.1279749870300293
1658790112457906,-0.17511253528648796,0.9704737926298925,0.2700846875715266,0.14397192001342773
1658790112473903,-0.16961928740367727,0.9737697413595789,0.26318760967421984,0.15996885299682617
1658790112489900,-0.17254901960784297,0.9715724422064547,0.2666056305790798,0.1759660243988037
1658790112505897,-0.17529564354924831,0.9705348287174793,0.25891508354314485,0.19196295738220215
1658790112521894,-0.17669947356374438,0.9775539787899596,0.25018692301823453,0.20795989036560059
1658790112537891,-0.17676050965133117,0.9729762722209507,0.2575722896162356,0.22395682334899902
1658790112553888,-0.17419699397268618,0.9433737697413598,0.26105134660868234,0.23995399475097656
1658790112569885,-0.17840848401617437,0.9277485313191427,0.2670939192797741,0.255950927734375
1658790112585882,-0.18445105668726614,0.9483176928358894,0.27228198672465087,0.27194786071777344
1658790112601879,-0.18298619058518328,0.9762111848630504,0.2724650949874112,0.2879447937011719
1658790112617876,-0.18158236057068722,0.9769436179140918,0.27820248722056906,0.3039419651031494
1658790112633880,-0.1846341649500265,0.9589379720759901,0.28284122987716476,0.3199458122253418
1658790112649877,-0.18066681925688544,0.9584496833752958,0.276798657206073,0.33594298362731934
1658790112665874,-0.17718776226443866,0.9689478904402229,0.2592202639810788,0.3519399166107178
1658790112681871,-0.1821316853589683,0.9761501487754636,0.25842679484245057,0.3679368495941162
1658790112697868,-0.18017853055619115,0.9582055390249486,0.26434729533836876,0.38393402099609375
1658790112713865,-0.18066681925688544,0.9284809643701841,0.2637369344625009,0.3999309539794922
1658790112729862,-0.19330128938735025,0.9376974135957887,0.2733196002136262,0.4159278869628906
1658790112745859,-0.19794003204394617,0.9687647821774625,0.27911802853437084,0.43192481994628906
1658790112761856,-0.18536659800106814,0.9819485770962082,0.278507667658503,0.4479219913482666
1658790112777853,-0.1690699626153962,0.9708400091554132,0.27539482719157693,0.46391892433166504
1658790112793850,-0.16748302433813977,0.954421301594568,0.273380636301213,0.4799158573150635
1658790112809847,-0.1809109636072328,0.9702906843671322,0.2825970855268176,0.495913028717041
1658790112825843,-0.18292515449759672,0.9977569237811856,0.28412298771648725,0.511909008026123
1658790112841840,-0.17444113832303332,0.988845654993515,0.2735027084763866,0.5279059410095215
1658790112857837,-0.17938506141756294,0.9575951781490808,0.2650797283894102,0.5439028739929199
1658790112873834,-0.18951705195696955,0.936476691844053,0.2592202639810788,0.5598998069763184
1658790112889831,-0.18793011367971313,0.9351949340047305,0.2473792629892424,0.5758969783782959
1658790112905828,-0.1745632104982069,0.937636377508202,0.2377355611505303,0.5918939113616943
1658790112921825,-0.16351567864499872,0.9286030365453577,0.24127565423056385,0.6078908443450928
1658790112937822,-0.17651636530098425,0.929640650034333,0.2512245365072099,0.6238880157470703
1658790112953796,-0.1910429541466394,0.970901045243,0.25598535133897915,0.6398618221282959
1658790112969793,-0.18323033493553065,1.0075226977950713,0.26135652704661627,0.6558589935302734
1658790112985790,-0.17273212787060332,0.9908598458838789,0.26318760967421984,0.6718559265136719
1658790113001787,-0.16937514305333012,0.9553368429083697,0.2687418936446173,0.6878528594970703
1658790113017784,-0.1774929427023726,0.9453269245441369,0.2713664454108491,0.7038500308990479
1658790113033781,-0.18664835584039063,0.9740749217975129,0.25513084611276415,0.7198469638824463
1658790113049778,-0.18103303578240637,0.9972686350804914,0.24072632944228278,0.7358438968658447
1658790113065775,-0.1694972152285037,0.9774929427023729,0.23712520027466244,0.7518408298492432
1658790113081771,-0.16968032349126405,0.948989089799344,0.24213015945677885,0.7678368091583252
1658790113097768,-0.17767605096513295,0.9431906614785994,0.24676890211337454,0.7838339805603027
1658790113113765,-0.18280308232242293,0.9570458533607997,0.2477454795147631,0.7998309135437012
1658790113129762,-0.17645532921339724,0.9617456321049822,0.24463263904783705,0.8158278465270996
1658790113145759,-0.16919203479056977,0.9557030594338904,0.24585336079957276,0.8318250179290771
1658790113161756,-0.17480735484855403,0.966933699549859,0.25384908827344166,0.8478219509124756
1658790113177753,-0.17804226749065366,0.9853055619134814,0.25970855268177306,0.863818883895874
1658790113193750,-0.18109407186999293,0.9860379949645228,0.26312657358663305,0.8798158168792725
1658790113209747,-0.18481727321278685,0.975173571374075,0.2718547341115434,0.89581298828125
1658790113225744,-0.18176546883344757,0.963515678644999,0.27942320897230477,0.9118099212646484
1658790113241741,-0.179079880979629,0.9572289616235601,0.27277027542534515,0.9278068542480469
1658790113257738,-0.17889677271686866,0.9633325703822386,0.2603189135576409,0.9438040256500244
