Timestamp (microseconds),Velocity X (m/s),Velocity Y (m/s),Velocity Z (m/s),Seconds
1658790028789337,0.2154573891813536,-0.42175936522468893,0.9206683451590756,0.0
1658790028805335,0.21484702830548574,-0.41205462729839004,0.9110856794079503,0.015998125076293945
1658790028821333,0.21283283741512182,-0.4121156633859768,0.9060807202258339,0.03199601173400879
1658790028837330,0.21228351262684075,-0.42383459220263964,0.9129777981231406,0.04799318313598633
1658790028853328,0.21387045090409718,-0.4272526131074996,0.9157854581521327,0.06399106979370117
1658790028869326,0.21747158007171752,-0.4172426947432668,0.9106584267948428,0.07998919486999512
1658790028885324,0.21863126573586644,-0.4134584573128861,0.9107194628824296,0.09598708152770996
1658790028901322,0.21771572442206466,-0.4201113908598457,0.9123674372472728,0.1119849681854248
1658790028917320,0.21741054398413073,-0.42743572137026,0.9044327458609907,0.12798309326171875
1658790028933318,0.2188143739986268,-0.42005035477225894,0.8993057145037007,0.1439809799194336
1658790028949316,0.22156099794003214,-0.4140077821011672,0.9049820706492717,0.15997910499572754
1658790028965314,0.22064545662623036,-0.4109559777218279,0.9045548180361642,0.17597699165344238
1658790028981311,0.21441977569237824,-0.4172426947432668,0.9060196841382471,0.19197416305541992
1658790028997309,0.21069657434958433,-0.42761882963302034,0.910597390707256,0.20797204971313477
1658790029013307,0.20923170824750148,-0.4235904478522925,0.9044937819485774,0.2239701747894287
1658790029029305,0.21057450217441076,-0.4139467460135804,0.896925307087816,0.23996806144714355
1658790029045303,0.2154573891813536,-0.4151674677653161,0.9018692301823457,0.2559661865234375
1658790029061301,0.2200961318379493,-0.42413977264057356,0.9133440146486613,0.27196407318115234
1658790029077299,0.22363622491798285,-0.4218204013122757,0.917982757305257,0.2879621982574463
1658790029093297,0.22119478141451143,-0.42328526741435857,0.917433432516976,0.30396008491516113
1658790029109283,0.21344319829098968,-0.4256656748302432,0.9132219424734878,0.3199460506439209
1658790029125281,0.2070344090943772,-0.43225757228961625,0.9147478446631574,0.33594417572021484
1658790029141279,0.20880445563439398,-0.43726253147173266,0.9227435721370263,0.3519420623779297
1658790029157277,0.21594567788204788,-0.4287174792095825,0.9301289387350273,0.36794018745422363
1658790029173275,0.22015716792553608,-0.42584878309300356,0.9352559700923173,0.3839380741119385
1658790029189273,0.21911955443656073,-0.426581216144045,0.9311665522240027,0.3999361991882324
1658790029205270,0.2146028839551386,-0.43402761882963303,0.9229877164873734,0.41593313217163086
1658790029221268,0.2124666208896011,-0.4376287479972534,0.9145037003128103,0.4319310188293457
1658790029237266,0.2100251773861297,-0.43976501106279087,0.9228046082246131,0.44792914390563965
1658790029253264,0.20990310521095612,-0.43512626840619517,0.9307392996108952,0.4639270305633545
1658790029269262,0.21258869306477468,-0.4234683756771189,0.9278706034943163,0.47992515563964844
1658790029285260,0.2146639200427254,-0.42890058747234283,0.932509346150912,0.4959230422973633
1658790029301258,0.21356527046616325,-0.43604180971999673,0.9228656443121999,0.5119211673736572
1658790029317256,0.20819409475852613,-0.43781185626001373,0.9079728389410242,0.5279190540313721
1658790029333253,0.2061799038681622,-0.4396429388876175,0.9085831998168921,0.5439159870147705
1658790029349251,0.20984206912336933,-0.4342107270923934,0.9090104524299996,0.5599141120910645
1658790029365249,0.21515220874341967,-0.42511635004196213,0.9093156328679335,0.5759119987487793
1658790029381247,0.22168307011520572,-0.41828030823224216,0.912001220721752,0.5919101238250732
1658790029397245,0.22149996185244536,-0.41748683909361395,0.9074845502403299,0.6079080104827881
1658790029413243,0.21680018310826288,-0.4238956282902264,0.9049820706492717,0.623906135559082
1658790029429260,0.21362630655375003,-0.4372014953841459,0.9115129320210578,0.639923095703125
1658790029445258,0.21130693522545219,-0.43866636148622873,0.9190203707942324,0.6559209823608398
1658790029461256,0.21264972915236147,-0.4239566643778132,0.9210345616845963,0.6719191074371338
1658790029477254,0.21661707484550252,-0.4066834515907529,0.914015411612116,0.6879169940948486
1658790029493251,0.2200350957503625,-0.40241092545967794,0.9112687876707106,0.7039141654968262
1658790029509249,0.22040131227588322,-0.41657129777981217,0.9211566338597699,0.719912052154541
1658790029525247,0.22027924010070965,-0.4261539635309375,0.9255512321660184,0.735910177230835
