Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y
1,1000.624268,909.2019653,733.0178833,1006.145813,268.794159,1010.68048,493.5,1019
2,1000.599426,909.420166,733.0818481,1006.547607,268.794159,1010.68048,493.5,1019
3,1000.589417,909.7924194,732.7902832,1007.08606,268.425751,1010.57428,493.399414,1018.93994
4,1000.527893,911.0128784,732.8026733,1007.295959,268.425751,1010.57428,493.5,1018.34869
5,1000.5,911.5,732.8630371,1007.663635,268.425751,1010.57428,493.5,1019
6,1000.411743,911.8865356,732.8400269,1007.808899,268.475494,1010.54901,493.5,1019
7,1000.524719,912.3092651,732.9296265,1007.942505,268.475494,1010.54901,493.5,1019
8,1000.5,912.5,733.0195923,1008.0448,268.475494,1010.54901,493.735626,1018.93964
9,1000.381714,912.7398682,733.0440674,1008.13501,268.3685,1010.63147,493.735626,1018.93964
10,1000.284973,912.8867798,733.0440674,1008.13501,268.794159,1010.68048,493.643066,1018.87903
11,1000.789734,913.3961792,732.9711914,1008.569702,268.870117,1010.75433,493.735626,1018.93964
12,1000.60321,913.4290771,732.9147949,1008.632263,269.03183,1010.8288,493.774017,1019
13,1000.60321,913.4290771,732.8666382,1008.662231,269.142639,1010.90234,493.774017,1019
14,1000.60321,913.4290771,732.8666382,1008.662231,269.142639,1010.90234,493.774017,1019
15,1000.901184,913.262207,732.8666382,1008.662231,269.142639,1010.90234,494,1019
16,1000.901184,913.262207,732.9750977,1008.503479,269.369202,1010.92377,494,1019
17,1000.931946,913.5,732.9581299,1008.46167,269.369202,1010.92377,494.090454,1019.14209
18,1000.706238,913.2388306,732.9581299,1008.46167,269.369202,1010.92377,494,1019
19,1000.310852,912.9841309,732.8117676,1008.386475,269.369202,1010.92377,494,1019
20,1000.204041,912.7325439,732.9493408,1008.419128,269.369202,1010.92377,494,1019
21,1000.01593,912.6397095,732.9493408,1008.419128,269.369202,1010.92377,493.735626,1018.93964
22,1000.01593,912.6397095,732.9493408,1008.419128,269.369202,1010.92377,493.735626,1018.93964
23,1000.01593,912.6397095,732.9493408,1008.419128,269.369202,1010.92377,493.735626,1018.93964
24,999.5333252,912.2888794,732.8117676,1008.386475,269.877289,1010.97015,493.643066,1018.87903
25,999.6785278,912.0794678,732.8117676,1008.386475,269.369202,1010.92377,494,1019
26,999.6785278,912.0794678,732.9118652,1008.290771,269.369202,1010.92377,493.5,1019
27,999.6785278,912.0794678,732.9118652,1008.290771,269.369202,1010.92377,493.5,1019
28,999.6785278,912.0794678,732.9118652,1008.290771,269.369202,1010.92377,493.5,1019
29,999.6785278,912.0794678,732.9118652,1008.290771,269.369202,1010.92377,493.356934,1018.87903
30,999.7688599,912.171875,733.0181274,1008.393677,269.369202,1010.92377,493.356934,1018.87903
31,999.7688599,912.171875,733.0181274,1008.393677,269.369202,1010.92377,493.356934,1018.87903
32,999.8970947,912.3892822,733.0269165,1008.439453,269.369202,1010.92377,493.356934,1018.87903
33,999.9669189,912.5,733.0444336,1008.484436,269.688904,1010.8111,493.5,1019
34,1000.148376,912.5769653,732.9405518,1008.576782,269.688904,1010.8111,493.5,1018.34869
35,1000.148376,912.5769653,732.9405518,1008.576782,269.688904,1010.8111,493.5,1019
36,1000.56427,913.4186401,732.6408081,1009.028748,269.688904,1010.8111,493.5,1019
37,1000.922668,913.8942261,732.741272,1009.232849,269.688904,1010.8111,493.356934,1018.87903
38,1000.986755,914.0916138,732.6445313,1009.379028,269.688904,1010.8111,493.356934,1018.87903
39,1001.193359,914.3143311,732.6445313,1009.379028,269.688904,1010.8111,493.264374,1018.93964
40,1001.033081,914.5,732.6766357,1009.539856,269.688904,1010.8111,493.5,1019
41,1001.133118,914.5805664,732.7860107,1009.716064,269.688904,1010.8111,493.407715,1019.05511
42,1001.357544,915.192627,732.78479,1009.916016,269.688904,1010.8111,493.407715,1019.05511
43,1001.381958,915.381958,732.930603,1010.185059,269.688904,1010.8111,493.407715,1019.05511
44,1001.389099,915.7959595,732.7957764,1010.270081,269.688904,1010.8111,493.5,1019
45,1001.321472,916.0794678,732.9393921,1010.380981,269.877289,1010.97015,493.407715,1019.05511
46,1001.262512,916.7967529,732.9656372,1010.424866,269.877289,1010.97015,493.407715,1019.05511
47,1001.262512,916.7967529,733.0511475,1010.681274,269.877289,1010.97015,493.407715,1019.05511
48,1001.409424,916.9910278,732.9484863,1010.76825,269.877289,1010.97015,493.407715,1019.05511
49,1001.381958,917.381958,732.9958496,1010.9198,269.877289,1010.97015,493.407715,1019.05511
50,1001.590576,918.0089722,732.8997192,1011.017639,269.877289,1010.97015,493.433594,1019.12463
51,1001.590576,918.0089722,732.8924561,1011.061829,269.877289,1010.97015,493.173035,1019.17047
52,1001.369324,918.3058472,733.0123291,1011.230469,269.877289,1010.97015,493.173035,1019.17047
53,1001.279419,918.7756348,732.4984741,1011.399414,269.877289,1010.97015,493.173035,1019.17047
54,1001.279419,918.7756348,732.4985352,1011.49707,269.922485,1010.73798,493.173035,1019.17047
55,1001.409424,918.9910278,732.4985352,1011.49707,269.922485,1010.73798,493.173035,1019.17047
56,1001.357544,919.192627,732.5675049,1011.613525,269.922485,1010.73798,493.173035,1019.17047
57,1001.381958,919.381958,732.7073975,1011.84613,269.922485,1010.73798,493.173035,1019.17047
58,1001.179321,920.1033936,732.7073975,1011.84613,269.922485,1010.73798,493.173035,1019.17047
59,1001.179321,920.1033936,732.5046997,1011.723267,269.922485,1010.73798,493.173035,1019.17047
60,1001.179321,920.1033936,732.5,1011.777283,269.922485,1010.73798,493.173035,1019.17047
61,1001.033081,920.5,732.3513794,1012.037781,269.922485,1010.73798,493.442657,1019.19464
62,1000.896729,920.7631836,732.2692871,1012.04364,269.922485,1010.73798,493.185455,1019.2356
63,1001.192627,921.3575439,731.8844604,1012.007996,269.922485,1010.73798,493.442657,1019.19464
