Frame #,Head X,Head Y
1,292.393310546875,994.865966796875
2,289.7274169921875,994.5
3,286.6758117675781,993.896484375
4,284.2896423339844,993.08251953125
5,281.93634033203125,992.5862426757812
6,280.1883239746094,990.6616821289062
7,278.381591796875,989.1342163085938
8,277.20782470703125,988.3346557617188
9,275.958984375,987.7666625976562
10,275.3469543457031,986.1040649414062
11,274.6331787109375,984.8143310546875
12,274.1607360839844,982.8392333984375
13,273.5698547363281,981.0625
14,273.5,980.0
15,272.63409423828125,979.764404296875
16,271.6938171386719,980.0925903320312
17,270.3979187011719,980.9319458007812
18,269.5698547363281,982.0625
19,268.09844970703125,984.6749877929688
20,267.2558288574219,987.255859375
21,265.46484375,990.87109375
22,264.5,994.5
23,262.348876953125,996.208984375
24,260.348876953125,994.208984375
25,258.87890625,990.87890625
26,259.3729248046875,991.0166015625
27,260.49188232421875,993.5867919921875
28,261.0,994.5
29,261.0,994.5
30,261.1385498046875,995.1673583984375
31,261.0611877441406,995.9387817382812
32,260.83563232421875,996.2872314453125
33,260.52978515625,996.3252563476562
34,260.5,996.5
35,260.5,996.5
36,260.5,996.5
37,261.0,996.5
38,261.0,996.5
39,261.1498718261719,996.9767456054688
40,261.4263610839844,997.06591796875
41,261.6691589355469,997.1260986328125
42,261.6998596191406,997.8539428710938
43,262.3420715332031,998.0291137695312
44,262.5,998.5
45,262.7317810058594,998.56591796875
46,262.9481201171875,998.760986328125
47,262.9690246582031,999.178466796875
48,263.36785888671875,999.1102294921875
49,264.12109375,999.12109375
50,264.4300231933594,999.1500854492188
51,264.4681701660156,999.3696899414062
52,264.8956604003906,999.249267578125
53,265.0697326660156,999.0989990234375
54,265.7270202636719,999.1920166015625
55,266.5221252441406,999.2359619140625
56,266.47308349609375,999.1776123046875
57,266.618408203125,999.1342163085938
58,266.618408203125,999.1342163085938
59,266.618408203125,999.1342163085938
60,266.618408203125,999.1342163085938
61,266.95257568359375,999.02587890625
62,266.95257568359375,999.02587890625
63,266.95257568359375,999.02587890625
64,267.0,999.0
65,267.0,999.0
66,267.0,999.0
67,267.4534912109375,999.0
68,267.5196838378906,999.05908203125
69,267.8462829589844,999.3348388671875
70,268.0045166015625,999.2642822265625
71,268.38372802734375,999.3138427734375
72,268.38372802734375,999.3138427734375
73,268.38372802734375,999.3138427734375
74,268.38372802734375,999.3138427734375
75,268.38372802734375,999.3138427734375
76,268.2950439453125,999.38916015625
77,268.186279296875,999.4901733398438
78,268.2792663574219,999.0630493164062
79,268.2792663574219,999.0630493164062
80,268.1754455566406,998.9692993164062
81,268.1754455566406,998.9692993164062
82,268.1754455566406,998.9692993164062
83,268.1754455566406,998.9692993164062
84,268.1754455566406,998.9692993164062
85,268.1754455566406,998.9692993164062
86,268.1462707519531,999.0787353515625
87,268.43304443359375,998.9241333007812
88,268.5,999.0
89,268.56695556640625,999.0758666992188
90,268.56695556640625,999.0758666992188
91,268.56695556640625,999.0758666992188
92,268.56695556640625,999.0758666992188
93,268.56695556640625,999.0758666992188
94,268.56695556640625,999.0758666992188
95,268.56695556640625,999.0758666992188
96,268.56695556640625,999.0758666992188
97,268.56695556640625,999.0758666992188
98,268.56695556640625,999.0758666992188
99,268.56695556640625,999.0758666992188
100,268.56695556640625,999.0758666992188
101,268.618408203125,999.1342163085938
102,268.618408203125,999.1342163085938
103,268.618408203125,999.1342163085938
104,268.618408203125,999.1342163085938
105,268.618408203125,999.1342163085938
106,268.56695556640625,999.0758666992188
107,268.56695556640625,999.0758666992188
108,268.56695556640625,999.0758666992188
109,268.56695556640625,999.0758666992188
110,268.56695556640625,999.0758666992188
111,268.56695556640625,999.0758666992188
112,268.6651306152344,999.1537475585938
113,268.6651306152344,999.1537475585938
114,268.92608642578125,999.2188110351562
115,268.92608642578125,999.2188110351562
116,268.92608642578125,999.2188110351562
117,268.92608642578125,999.2188110351562
118,268.92608642578125,999.2188110351562
119,268.92608642578125,999.2188110351562
120,268.87481689453125,999.1251831054688
121,268.8063659667969,999.0525512695312
122,268.8063659667969,999.0525512695312
123,268.8948059082031,998.7214965820312
124,269.25653076171875,998.787353515625
125,269.32928466796875,998.7301025390625
126,269.32928466796875,998.7301025390625
127,269.32928466796875,998.7301025390625
128,269.32928466796875,998.7301025390625
129,269.32928466796875,998.7301025390625
130,269.1549377441406,998.984375
131,269.05108642578125,999.125
132,269.05108642578125,999.125
133,269.05108642578125,999.125
134,269.05108642578125,999.125
135,269.05108642578125,999.125
136,269.05108642578125,999.125
137,269.05108642578125,999.125
138,268.9986572265625,999.1178588867188
139,268.77777099609375,999.1463012695312
140,268.7879943847656,999.0989990234375
141,268.8063659667969,999.0525512695312
142,268.9583435058594,998.9677124023438
143,268.9583435058594,998.9677124023438
144,268.9583435058594,998.9677124023438
145,268.9583435058594,998.9677124023438
146,268.9583435058594,998.9677124023438
147,268.9583435058594,998.9677124023438
148,268.9583435058594,998.9677124023438
149,268.9583435058594,998.9677124023438
150,268.9084777832031,999.0491943359375
151,268.8994445800781,999.0950317382812
152,268.8994445800781,999.0950317382812
153,268.8994445800781,999.0950317382812
154,268.8994445800781,999.0950317382812
155,268.8994445800781,999.0950317382812
156,269.3482971191406,999.308837890625
157,269.5042419433594,999.4547729492188
158,269.39642333984375,999.3196411132812
159,269.39642333984375,999.3196411132812
160,269.39642333984375,999.3196411132812
161,269.39642333984375,999.3196411132812
162,269.39642333984375,999.3196411132812
163,269.39642333984375,999.3196411132812
164,269.39642333984375,999.3196411132812
165,269.39642333984375,999.3196411132812
166,269.6400146484375,999.2813110351562
167,269.61865234375,999.2980346679688
168,269.99566650390625,999.3231811523438
169,270.0929260253906,999.3112182617188
170,270.0929260253906,999.3112182617188
171,270.0929260253906,999.3112182617188
172,270.0929260253906,999.3112182617188
173,270.0929260253906,999.3112182617188
174,270.0929260253906,999.3112182617188
175,270.0929260253906,999.3112182617188
176,270.2439270019531,999.2924194335938
177,270.33642578125,999.1891479492188
178,270.3668212890625,999.1856689453125
179,270.5773620605469,998.6491088867188
180,270.7085266113281,998.579833984375
181,270.8657531738281,998.618408203125
182,271.0518798828125,998.760986328125
183,271.0333251953125,998.8110961914062
184,271.3668212890625,998.7153930664062
185,271.8701171875,998.8826293945312
186,271.8701171875,998.8826293945312
187,271.8701171875,998.8826293945312
188,271.8899230957031,998.8325805664062
189,272.0,998.7396850585938
190,272.0,998.7396850585938
191,272.0,998.7396850585938
192,272.0,998.7396850585938
193,271.9920959472656,998.8104248046875
194,271.9920959472656,998.8104248046875
195,271.9920959472656,998.8104248046875
196,272.23809814453125,998.6390380859375
197,272.5,998.5
198,272.69598388671875,998.5
199,273.0868225097656,998.5984497070312
200,273.72698974609375,998.618408203125
201,274.3996887207031,998.600341796875
202,274.8899230957031,998.43408203125
203,276.2587585449219,998.3135375976562
204,276.85540771484375,998.3363647460938
205,277.6762390136719,998.5177612304688
206,278.5,998.5
207,279.4330749511719,998.9487915039062
208,280.0466003417969,999.0169677734375
209,280.4091491699219,999.1015625
210,280.2551574707031,999.6593017578125
211,280.2313232421875,999.97412109375
212,279.3516845703125,999.9954223632812
213,278.5,1000.5
214,278.3996887207031,1000.399658203125
215,278.1207580566406,1000.3590698242188
216,278.1207580566406,1000.3590698242188
217,277.4465637207031,1000.5678100585938
218,277.3886413574219,1000.7619018554688
219,277.231689453125,1000.7952270507812
220,276.8341064453125,1000.933349609375
221,276.4573669433594,1000.8573608398438
222,276.3668212890625,1000.8143310546875
223,276.3668212890625,1000.8143310546875
224,276.3668212890625,1000.8143310546875
225,276.3668212890625,1000.8143310546875
226,275.9583435058594,1000.9423217773438
227,275.7953796386719,1000.9702758789062
228,275.904541015625,1000.961181640625
229,275.98492431640625,1000.7855834960938
230,275.8187561035156,1000.8834838867188
231,275.9052429199219,1000.6480712890625
232,275.9052429199219,1000.6480712890625
233,275.9052429199219,1000.6480712890625
234,276.0799865722656,1000.691650390625
235,275.86395263671875,1000.494873046875
236,275.6499938964844,1000.5449829101562
237,275.30706787109375,1000.1806030273438
238,275.30706787109375,1000.1806030273438
239,275.30706787109375,1000.1806030273438
240,275.40826416015625,1000.0275268554688
241,275.6463623046875,1000.0173950195312
242,275.87689208984375,999.8851928710938
243,275.9128112792969,999.7538452148438
244,275.9128112792969,999.7538452148438
245,275.9588623046875,999.76025390625
246,275.9588623046875,999.76025390625
247,275.82440185546875,999.9866333007812
248,275.92608642578125,999.7559204101562
249,275.92608642578125,999.7559204101562
250,275.92608642578125,999.7559204101562
251,275.92608642578125,999.7559204101562
252,275.92608642578125,999.7559204101562
253,275.97186279296875,999.7538452148438
254,275.92608642578125,999.7559204101562
255,275.92608642578125,999.7559204101562
256,275.92608642578125,999.7559204101562
257,275.92608642578125,999.7559204101562
258,275.92608642578125,999.7559204101562
259,275.92608642578125,999.7559204101562
260,275.92608642578125,999.7559204101562
261,275.92608642578125,999.7559204101562
262,275.92608642578125,999.7559204101562
263,275.92608642578125,999.7559204101562
264,275.92608642578125,999.7559204101562
265,275.92608642578125,999.7559204101562
266,275.92608642578125,999.7559204101562
267,275.92608642578125,999.7559204101562
268,275.7355041503906,999.7638549804688
269,275.6468200683594,999.8624267578125
270,275.6468200683594,999.8624267578125
271,275.6468200683594,999.8624267578125
272,275.6468200683594,999.8624267578125
273,275.7355041503906,999.7638549804688
274,275.6488342285156,999.72705078125
275,275.4126892089844,999.7864379882812
276,275.4126892089844,999.7864379882812
277,275.4126892089844,999.7864379882812
278,275.4126892089844,999.7864379882812
279,275.5154113769531,999.7562255859375
280,275.4126892089844,999.7864379882812
281,275.4126892089844,999.7864379882812
282,275.4126892089844,999.7864379882812
283,275.4126892089844,999.7864379882812
284,275.4126892089844,999.7864379882812
285,275.4126892089844,999.7864379882812
286,275.4126892089844,999.7864379882812
287,275.4126892089844,999.7864379882812
288,275.4126892089844,999.7864379882812
289,275.4126892089844,999.7864379882812
290,275.4126892089844,999.7864379882812
291,275.4126892089844,999.7864379882812
292,275.4126892089844,999.7864379882812
293,275.4126892089844,999.7864379882812
294,275.4126892089844,999.7864379882812
295,275.4126892089844,999.7864379882812
296,275.4126892089844,999.7864379882812
297,275.3248596191406,999.8912353515625
298,275.4197998046875,1000.1171264648438
299,275.3416442871094,1000.1438598632812
300,275.3416442871094,1000.1438598632812
301,275.6315002441406,1000.3685302734375
302,275.6315002441406,1000.3685302734375
303,275.6315002441406,1000.3685302734375
304,275.6315002441406,1000.3685302734375
305,275.6315002441406,1000.3685302734375
306,275.6315002441406,1000.3685302734375
307,275.6315002441406,1000.3685302734375
308,275.6315002441406,1000.3685302734375
309,275.6315002441406,1000.3685302734375
310,275.6315002441406,1000.3685302734375
311,275.6315002441406,1000.3685302734375
312,275.6315002441406,1000.3685302734375
313,275.6315002441406,1000.3685302734375
314,275.6315002441406,1000.3685302734375
315,275.5,1000.5
316,275.5,1000.5
317,275.5,1000.5
318,275.5,1000.5
319,275.6224365234375,1000.4423217773438
320,275.6224365234375,1000.4423217773438
