Frame #,Head X,Head Y
321,275.6224365234375,1000.4423217773438
322,275.6224365234375,1000.4423217773438
323,275.6224365234375,1000.4423217773438
324,275.6224365234375,1000.4423217773438
325,275.3908996582031,1000.5090942382812
326,275.3908996582031,1000.5090942382812
327,275.3908996582031,1000.5090942382812
328,275.5,1000.5
329,275.4358825683594,1000.550537109375
330,275.4358825683594,1000.550537109375
331,275.4358825683594,1000.550537109375
332,275.4358825683594,1000.550537109375
333,275.4358825683594,1000.550537109375
334,275.4358825683594,1000.550537109375
335,275.4358825683594,1000.550537109375
336,275.4358825683594,1000.550537109375
337,275.4358825683594,1000.550537109375
338,275.4358825683594,1000.550537109375
339,275.6682434082031,1000.48583984375
340,275.6682434082031,1000.48583984375
341,275.6682434082031,1000.48583984375
342,275.6682434082031,1000.48583984375
343,275.6682434082031,1000.48583984375
344,275.6682434082031,1000.48583984375
345,275.3684997558594,1000.3685302734375
346,275.3684997558594,1000.3685302734375
347,275.3684997558594,1000.3685302734375
348,275.3684997558594,1000.3685302734375
349,275.3684997558594,1000.3685302734375
350,275.5,1000.5
351,275.3684997558594,1000.6314697265625
352,275.3684997558594,1000.6314697265625
353,275.3684997558594,1000.6314697265625
354,275.3684997558594,1000.6314697265625
355,275.3684997558594,1000.6314697265625
356,275.3684997558594,1000.6314697265625
357,275.3684997558594,1000.6314697265625
358,275.3684997558594,1000.6314697265625
359,275.3684997558594,1000.6314697265625
360,275.1983642578125,1000.613037109375
361,275.1983642578125,1000.613037109375
362,275.0809631347656,1000.6777954101562
363,275.0288391113281,1000.6939086914062
364,275.0288391113281,1000.6939086914062
365,275.0288391113281,1000.6939086914062
366,275.0288391113281,1000.6939086914062
367,275.0288391113281,1000.6939086914062
368,275.0288391113281,1000.6939086914062
369,275.0288391113281,1000.6939086914062
370,275.0288391113281,1000.6939086914062
371,275.0288391113281,1000.6939086914062
372,275.0288391113281,1000.6939086914062
373,275.0288391113281,1000.6939086914062
374,275.2150573730469,1000.5514526367188
375,275.3826599121094,1000.53662109375
376,275.3826599121094,1000.53662109375
377,275.3826599121094,1000.53662109375
378,275.3826599121094,1000.53662109375
379,275.3826599121094,1000.53662109375
380,275.3826599121094,1000.53662109375
381,275.3826599121094,1000.53662109375
382,275.3826599121094,1000.53662109375
383,275.3826599121094,1000.53662109375
384,275.3826599121094,1000.53662109375
385,275.3826599121094,1000.53662109375
386,275.3826599121094,1000.53662109375
387,275.3826599121094,1000.53662109375
388,275.3826599121094,1000.53662109375
389,275.3826599121094,1000.53662109375
390,275.3826599121094,1000.53662109375
391,275.3826599121094,1000.53662109375
392,275.321533203125,1000.4867553710938
393,275.6682434082031,1000.48583984375
394,275.6682434082031,1000.48583984375
395,275.7317810058594,1000.43408203125
396,275.7317810058594,1000.43408203125
397,275.7317810058594,1000.43408203125
398,275.7317810058594,1000.43408203125
399,275.7317810058594,1000.43408203125
400,275.7317810058594,1000.43408203125
401,275.7317810058594,1000.43408203125
402,275.7317810058594,1000.43408203125
403,275.7317810058594,1000.43408203125
404,275.7317810058594,1000.43408203125
405,275.7317810058594,1000.43408203125
406,275.7317810058594,1000.43408203125
407,275.7317810058594,1000.43408203125
408,275.7317810058594,1000.43408203125
409,275.7317810058594,1000.43408203125
410,275.7317810058594,1000.43408203125
411,275.7317810058594,1000.43408203125
412,275.7317810058594,1000.43408203125
413,275.7317810058594,1000.43408203125
414,275.7317810058594,1000.43408203125
415,275.7317810058594,1000.43408203125
416,275.7317810058594,1000.43408203125
417,275.7317810058594,1000.43408203125
418,275.7317810058594,1000.43408203125
419,275.7317810058594,1000.43408203125
420,275.7317810058594,1000.43408203125
421,275.7317810058594,1000.43408203125
422,275.7317810058594,1000.43408203125
423,275.7317810058594,1000.43408203125
424,275.8143005371094,1000.3668212890625
425,275.7397766113281,1000.1535034179688
426,275.7397766113281,1000.1535034179688
427,275.9147644042969,1000.006103515625
428,275.9147644042969,1000.006103515625
429,275.9147644042969,1000.006103515625
430,275.9147644042969,1000.006103515625
431,275.9147644042969,1000.006103515625
432,275.9147644042969,1000.006103515625
433,276.0223083496094,1000.2142944335938
434,276.0223083496094,1000.2142944335938
435,276.0223083496094,1000.2142944335938
436,276.0223083496094,1000.2142944335938
437,276.0223083496094,1000.2142944335938
438,276.0223083496094,1000.2142944335938
439,276.0223083496094,1000.2142944335938
440,276.0223083496094,1000.2142944335938
441,276.0223083496094,1000.2142944335938
442,276.2879638671875,1000.3035888671875
443,276.2879638671875,1000.3035888671875
444,276.2879638671875,1000.3035888671875
445,276.2879638671875,1000.3035888671875
446,276.2879638671875,1000.3035888671875
447,276.2879638671875,1000.3035888671875
448,276.2879638671875,1000.3035888671875
449,276.2879638671875,1000.3035888671875
450,276.2879638671875,1000.3035888671875
451,275.9955749511719,1000.4085693359375
452,275.9955749511719,1000.4085693359375
453,275.9955749511719,1000.4085693359375
454,275.9955749511719,1000.4085693359375
455,275.9955749511719,1000.4085693359375
456,275.9955749511719,1000.4085693359375
457,275.9955749511719,1000.4085693359375
458,275.9955749511719,1000.4085693359375
459,275.9955749511719,1000.4085693359375
460,275.9955749511719,1000.4085693359375
461,275.9955749511719,1000.4085693359375
462,275.9955749511719,1000.4085693359375
463,275.9955749511719,1000.4085693359375
464,275.9955749511719,1000.4085693359375
465,275.9955749511719,1000.4085693359375
466,275.9955749511719,1000.4085693359375
467,275.9955749511719,1000.4085693359375
468,275.9955749511719,1000.4085693359375
469,275.9955749511719,1000.4085693359375
470,275.9955749511719,1000.4085693359375
471,275.9955749511719,1000.4085693359375
472,275.9955749511719,1000.4085693359375
473,275.9955749511719,1000.4085693359375
474,275.9955749511719,1000.4085693359375
475,275.9955749511719,1000.4085693359375
476,275.9955749511719,1000.4085693359375
477,275.9955749511719,1000.4085693359375
478,275.9955749511719,1000.4085693359375
479,275.9955749511719,1000.4085693359375
480,276.07757568359375,1000.2945556640625
481,276.07757568359375,1000.2945556640625
482,276.07757568359375,1000.2945556640625
483,275.8983459472656,1000.1554565429688
484,275.750732421875,1000.1043701171875
485,275.6823425292969,1000.0299072265625
486,275.6823425292969,1000.0299072265625
487,275.6823425292969,1000.0299072265625
488,275.6823425292969,1000.0299072265625
489,275.6823425292969,1000.0299072265625
490,275.6823425292969,1000.0299072265625
491,275.7724609375,1000.0304565429688
492,275.7724609375,1000.0304565429688
493,275.7724609375,1000.0304565429688
494,275.7724609375,1000.0304565429688
495,275.7724609375,1000.0304565429688
496,275.7724609375,1000.0304565429688
497,275.7724609375,1000.0304565429688
498,275.7724609375,1000.0304565429688
499,275.94720458984375,999.8974609375
500,275.7724609375,1000.0304565429688
501,275.7724609375,1000.0304565429688
502,275.6823425292969,1000.0299072265625
503,275.6823425292969,1000.0299072265625
504,275.6823425292969,1000.0299072265625
505,275.6823425292969,1000.0299072265625
506,275.6823425292969,1000.0299072265625
507,275.6823425292969,1000.0299072265625
508,275.6823425292969,1000.0299072265625
509,275.6823425292969,1000.0299072265625
510,275.6823425292969,1000.0299072265625
511,275.6823425292969,1000.0299072265625
512,275.6823425292969,1000.0299072265625
513,275.6823425292969,1000.0299072265625
514,275.6823425292969,1000.0299072265625
515,275.6823425292969,1000.0299072265625
516,275.6823425292969,1000.0299072265625
517,275.6823425292969,1000.0299072265625
518,275.6823425292969,1000.0299072265625
519,275.6823425292969,1000.0299072265625
520,275.6823425292969,1000.0299072265625
521,275.6823425292969,1000.0299072265625
522,275.6823425292969,1000.0299072265625
523,275.6823425292969,1000.0299072265625
524,275.6823425292969,1000.0299072265625
525,275.6823425292969,1000.0299072265625
526,275.6823425292969,1000.0299072265625
527,275.6823425292969,1000.0299072265625
528,275.6823425292969,1000.0299072265625
529,275.7270202636719,1000.0560302734375
530,275.7270202636719,1000.0560302734375
531,275.7270202636719,1000.0560302734375
532,275.6823425292969,1000.0299072265625
533,275.6823425292969,1000.0299072265625
534,275.6823425292969,1000.0299072265625
535,275.6321716308594,1000.0215454101562
536,275.6321716308594,1000.0215454101562
537,275.6321716308594,1000.0215454101562
538,275.6823425292969,1000.0299072265625
539,275.6823425292969,1000.0299072265625
540,275.6823425292969,1000.0299072265625
541,275.6823425292969,1000.0299072265625
542,275.6823425292969,1000.0299072265625
543,275.6823425292969,1000.0299072265625
544,275.63134765625,1000.0381469726562
545,275.7270202636719,1000.0560302734375
546,275.7270202636719,1000.0560302734375
547,275.7270202636719,1000.0560302734375
548,275.7270202636719,1000.0560302734375
549,275.7270202636719,1000.0560302734375
550,275.7270202636719,1000.0560302734375
551,275.7270202636719,1000.0560302734375
552,275.7270202636719,1000.0560302734375
553,275.7270202636719,1000.0560302734375
554,275.7270202636719,1000.0560302734375
555,275.7270202636719,1000.0560302734375
556,275.7270202636719,1000.0560302734375
557,275.7270202636719,1000.0560302734375
558,275.7724609375,1000.0304565429688
559,275.8983459472656,999.9073486328125
560,275.8983459472656,999.9073486328125
561,275.8983459472656,999.9073486328125
562,275.8983459472656,999.9073486328125
563,275.8983459472656,999.9073486328125
564,275.8983459472656,999.9073486328125
565,275.8983459472656,999.9073486328125
566,275.8983459472656,999.9073486328125
567,275.8983459472656,999.9073486328125
568,275.8983459472656,999.9073486328125
569,275.8983459472656,999.9073486328125
570,275.8983459472656,999.9073486328125
571,275.8983459472656,999.9073486328125
572,275.8983459472656,999.9073486328125
573,275.8983459472656,999.9073486328125
574,275.9481506347656,999.9259033203125
575,275.93096923828125,999.8707885742188
576,275.93096923828125,999.8707885742188
577,275.93096923828125,999.8707885742188
578,275.93096923828125,999.8707885742188
579,275.93096923828125,999.8707885742188
580,275.93096923828125,999.8707885742188
581,275.93096923828125,999.8707885742188
582,275.93096923828125,999.8707885742188
583,275.93096923828125,999.8707885742188
584,275.93096923828125,999.8707885742188
585,275.93096923828125,999.8707885742188
586,276.05816650390625,999.828369140625
587,276.0758361816406,999.8812866210938
588,276.0758361816406,999.8812866210938
589,276.0758361816406,999.8812866210938
590,276.0758361816406,999.8812866210938
591,276.0758361816406,999.8812866210938
592,276.0758361816406,999.8812866210938
593,276.0758361816406,999.8812866210938
594,276.0758361816406,999.8812866210938
595,276.0758361816406,999.8812866210938
596,276.0758361816406,999.8812866210938
597,276.0758361816406,999.8812866210938
598,276.0758361816406,999.8812866210938
599,276.0758361816406,999.8812866210938
600,276.0758361816406,999.8812866210938
601,276.2679748535156,1000.2679443359375
602,276.2679748535156,1000.2679443359375
603,276.2679748535156,1000.2679443359375
604,276.2389831542969,1000.0518798828125
605,276.2389831542969,1000.0518798828125
606,276.2389831542969,1000.0518798828125
607,276.2389831542969,1000.0518798828125
608,276.2389831542969,1000.0518798828125
609,276.2389831542969,1000.0518798828125
610,276.2389831542969,1000.0518798828125
611,276.2389831542969,1000.0518798828125
612,276.2389831542969,1000.0518798828125
613,276.2389831542969,1000.0518798828125
614,276.2905578613281,999.7640380859375
615,276.09002685546875,999.8466796875
616,276.09002685546875,999.8466796875
617,276.09002685546875,999.8466796875
618,276.09002685546875,999.8466796875
619,276.09002685546875,999.8466796875
620,276.09002685546875,999.8466796875
621,276.09002685546875,999.8466796875
622,276.09002685546875,999.8466796875
623,276.09002685546875,999.8466796875
624,276.09002685546875,999.8466796875
625,276.09002685546875,999.8466796875
626,276.09002685546875,999.8466796875
627,276.09002685546875,999.8466796875
628,276.09002685546875,999.8466796875
629,276.09002685546875,999.8466796875
630,276.09002685546875,999.8466796875
631,276.09002685546875,999.8466796875
632,276.09002685546875,999.8466796875
633,276.09002685546875,999.8466796875
634,276.09002685546875,999.8466796875
635,276.09002685546875,999.8466796875
636,276.09002685546875,999.8466796875
637,276.2704772949219,999.7105102539062
638,276.32177734375,999.7691040039062
639,276.32177734375,999.7691040039062
640,276.32177734375,999.7691040039062
641,276.32177734375,999.7691040039062
642,276.32177734375,999.7691040039062
643,276.32177734375,999.7691040039062
644,276.32177734375,999.7691040039062
645,276.32177734375,999.7691040039062
646,276.32177734375,999.7691040039062
647,276.32177734375,999.7691040039062
648,276.32177734375,999.7691040039062
649,276.32177734375,999.7691040039062
650,276.32177734375,999.7691040039062
651,276.2704772949219,999.7105102539062
652,276.2704772949219,999.7105102539062
653,276.2704772949219,999.7105102539062
654,276.2704772949219,999.7105102539062
655,276.2704772949219,999.7105102539062
656,276.2704772949219,999.7105102539062
657,276.2704772949219,999.7105102539062
658,276.2905578613281,999.7640380859375
659,276.2905578613281,999.7640380859375
660,276.2034606933594,999.87158203125
661,276.2905578613281,999.7640380859375
662,276.2905578613281,999.7640380859375
663,276.2905578613281,999.7640380859375
664,276.2905578613281,999.7640380859375
665,276.2905578613281,999.7640380859375
666,276.3420715332031,999.9708862304688
667,276.2752990722656,1000.0758666992188
668,276.2752990722656,1000.0758666992188
669,276.2752990722656,1000.0758666992188
670,276.2752990722656,1000.0758666992188
671,276.3668212890625,1000.1856689453125
672,276.2752990722656,1000.0758666992188
673,276.2752990722656,1000.0758666992188
674,276.2752990722656,1000.0758666992188
675,276.2752990722656,1000.0758666992188
676,276.2752990722656,1000.0758666992188
677,276.2752990722656,1000.0758666992188
678,276.2752990722656,1000.0758666992188
679,276.2752990722656,1000.0758666992188
680,276.2752990722656,1000.0758666992188
681,276.2752990722656,1000.0758666992188
682,276.2752990722656,1000.0758666992188
683,276.2752990722656,1000.0758666992188
684,276.2752990722656,1000.0758666992188
685,276.2752990722656,1000.0758666992188
686,276.2752990722656,1000.0758666992188
687,276.2752990722656,1000.0758666992188
688,276.2752990722656,1000.0758666992188
689,276.2752990722656,1000.0758666992188
690,276.2752990722656,1000.0758666992188
691,276.2752990722656,1000.0758666992188
692,276.2752990722656,1000.0758666992188
693,276.2752990722656,1000.0758666992188
694,276.2752990722656,1000.0758666992188
695,276.2752990722656,1000.0758666992188
696,276.2752990722656,1000.0758666992188
697,276.2752990722656,1000.0758666992188
698,276.2752990722656,1000.0758666992188
699,276.2752990722656,1000.0758666992188
700,276.2752990722656,1000.0758666992188
701,276.2752990722656,1000.0758666992188
702,276.2752990722656,1000.0758666992188
703,276.2752990722656,1000.0758666992188
704,276.2752990722656,1000.0758666992188
705,276.2752990722656,1000.0758666992188
706,276.2752990722656,1000.0758666992188
707,276.2752990722656,1000.0758666992188
708,276.2752990722656,1000.0758666992188
709,276.2752990722656,1000.0758666992188
710,276.2752990722656,1000.0758666992188
711,276.2752990722656,1000.0758666992188
712,276.2752990722656,1000.0758666992188
713,276.2752990722656,1000.0758666992188
714,276.2752990722656,1000.0758666992188
715,276.2752990722656,1000.0758666992188
716,276.2752990722656,1000.0758666992188
717,276.2752990722656,1000.0758666992188
718,276.2752990722656,1000.0758666992188
719,276.2752990722656,1000.0758666992188
720,276.2752990722656,1000.0758666992188
721,276.2752990722656,1000.0758666992188
722,276.2752990722656,1000.0758666992188
723,276.2752990722656,1000.0758666992188
724,276.2752990722656,1000.0758666992188
725,276.2752990722656,1000.0758666992188
726,276.2752990722656,1000.0758666992188
727,276.2752990722656,1000.0758666992188
728,276.2752990722656,1000.0758666992188
729,276.2752990722656,1000.0758666992188
730,276.2752990722656,1000.0758666992188
731,276.2752990722656,1000.0758666992188
732,276.2752990722656,1000.0758666992188
733,276.2752990722656,1000.0758666992188
734,276.2752990722656,1000.0758666992188
735,276.2752990722656,1000.0758666992188
736,276.2389831542969,1000.0518798828125
737,276.2389831542969,1000.0518798828125
738,276.0467529296875,1000.1840209960938
739,276.0467529296875,1000.1840209960938
740,276.0467529296875,1000.1840209960938
741,276.0467529296875,1000.1840209960938
742,276.0467529296875,1000.1840209960938
743,276.0467529296875,1000.1840209960938
744,276.0467529296875,1000.1840209960938
745,276.0467529296875,1000.1840209960938
746,276.0467529296875,1000.1840209960938
747,276.0467529296875,1000.1840209960938
748,276.0467529296875,1000.1840209960938
749,276.0467529296875,1000.1840209960938
750,276.0467529296875,1000.1840209960938
751,276.0467529296875,1000.1840209960938
752,276.091552734375,1000.2002563476562
753,276.2752990722656,1000.0758666992188
754,276.2752990722656,1000.0758666992188
755,276.2752990722656,1000.0758666992188
756,276.2752990722656,1000.0758666992188
757,276.2752990722656,1000.0758666992188
758,276.2752990722656,1000.0758666992188
759,276.2752990722656,1000.0758666992188
760,276.2752990722656,1000.0758666992188
761,276.2752990722656,1000.0758666992188
762,276.2752990722656,1000.0758666992188
763,276.2752990722656,1000.0758666992188
764,276.2752990722656,1000.0758666992188
765,276.2752990722656,1000.0758666992188
766,276.2752990722656,1000.0758666992188
767,276.2752990722656,1000.0758666992188
768,276.2752990722656,1000.0758666992188
769,276.2752990722656,1000.0758666992188
770,276.2752990722656,1000.0758666992188
771,276.2752990722656,1000.0758666992188
772,276.2752990722656,1000.0758666992188
773,276.2752990722656,1000.0758666992188
774,276.2752990722656,1000.0758666992188
775,276.2752990722656,1000.0758666992188
776,276.2752990722656,1000.0758666992188
777,276.2752990722656,1000.0758666992188
778,276.2752990722656,1000.0758666992188
