Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Head Pink X,Head Pink Y,Timestamp (microseconds)
51.0,969.022583,911.8095093,722.9219971,998.8666382,496.5113525,1013.098511,264.4681702,999.3696899,1658789494833333.2
52.0,968.9608765,912.0664063,722.9813232,998.9154053,496.5113525,1013.098511,264.8956604,999.2492676,1658789494850000.0
53.0,968.9411621,912.2503052,722.763916,999.0505981,496.5113525,1013.098511,265.0697327,999.098999,1658789494866666.5
54.0,968.9411621,912.2503052,722.7598877,999.1340942,496.5113525,1013.098511,265.7270203,999.1920166,1658789494883333.5
55.0,968.7176514,913.1613159,722.4580078,999.2791138,496.3824463,1013.329834,266.5221252,999.2359619,1658789494900000.0
56.0,968.7176514,913.1613159,722.4580078,999.2791138,496.3824463,1013.329834,266.4730835,999.1776123,1658789494916666.8
57.0,968.7176514,913.1613159,722.6568604,999.3052979,496.3824463,1013.329834,266.6184082,999.1342163,1658789494933333.5
58.0,968.7967529,913.2625122,722.9299316,999.4656372,496.3824463,1013.329834,266.6184082,999.1342163,1658789494950000.0
59.0,968.7967529,913.2625122,722.7493286,999.4742432,496.3824463,1013.329834,266.6184082,999.1342163,1658789494966666.8
60.0,968.9910278,913.4094238,722.7989502,999.5872803,496.3824463,1013.329834,266.6184082,999.1342163,1658789494983333.2
61.0,968.8096924,913.7478638,722.8970947,999.6790161,496.3824463,1013.329834,266.9525757,999.0258789,1658789495000000.0
62.0,968.7176514,913.6464844,722.5257568,999.9019775,496.3824463,1013.329834,266.9525757,999.0258789,1658789495016666.8
63.0,969.1161499,913.6325684,722.9429932,1000.150818,496.5935669,1013.114014,266.9525757,999.0258789,1658789495033333.2
64.0,969.2418823,914.1481323,722.9711304,1000.425964,496.6609192,1013.129333,267.0,999.0,1658789495050000.0
65.0,969.2965698,914.4742432,722.9490967,1000.381836,496.5935669,1013.114014,267.0,999.0,1658789495066666.5
66.0,969.2255859,914.9644165,722.9318848,1000.451599,496.5935669,1013.114014,267.0,999.0,1658789495083333.2
67.0,969.2246704,915.5629883,723.0621948,1000.677856,497.3436584,1013.010315,267.4534912,999.0,1658789495100000.0
68.0,969.2246704,915.5629883,722.9318848,1000.451599,497.2106628,1012.978638,267.5196838,999.059082,1658789495116666.5
69.0,969.1161499,915.6325684,722.5971069,1000.565613,497.0808105,1013.151489,267.846283,999.3348389,1658789495133333.5
70.0,968.9586182,916.0126343,722.6487427,1000.68335,497.0808105,1013.151489,268.0045166,999.2642822,1658789495150000.0
71.0,968.8908691,915.805481,722.7856445,1001.14801,497.2107849,1013.176453,268.383728,999.3138428,1658789495166666.8
72.0,969.0543823,916.1481323,722.7856445,1001.14801,496.9249878,1013.361084,268.383728,999.3138428,1658789495183333.5
73.0,968.9840698,916.3602905,722.7856445,1001.14801,497.2107849,1013.176453,268.383728,999.3138428,1658789495200000.0
74.0,968.7702026,917.0151367,722.880127,1001.249695,497.2107849,1013.176453,268.383728,999.3138428,1658789495216666.8
75.0,969.0569458,917.2870483,722.8641357,1001.203796,497.2107849,1013.176453,268.383728,999.3138428,1658789495233333.2
76.0,969.2246704,917.5049438,723.0439453,1001.183167,497.2107849,1013.176453,268.2950439,999.3891602,1658789495250000.0
77.0,969.4268188,917.944458,722.8113403,1000.948303,497.2107849,1013.176453,268.1862793,999.4901733,1658789495266666.8
78.0,969.2969971,917.977417,722.6715698,1001.045349,497.2107849,1013.176453,268.2792664,999.0630493,1658789495283333.2
79.0,969.2969971,917.977417,722.6469116,1001.004944,497.2107849,1013.176453,268.2792664,999.0630493,1658789495300000.0
80.0,969.2521362,918.1903076,722.6715698,1001.045349,497.2107849,1013.176453,268.1754456,998.9692993,1658789495316666.5
81.0,969.2521362,918.1903076,722.6767578,1001.242432,497.2150574,1013.52417,268.1754456,998.9692993,1658789495333333.2
82.0,969.3535156,918.2823486,722.7061768,1001.380249,497.2150574,1013.52417,268.1754456,998.9692993,1658789495350000.0
83.0,969.3535156,918.2823486,722.7061768,1001.380249,497.2150574,1013.52417,268.1754456,998.9692993,1658789495366666.5
84.0,969.3535156,918.2823486,722.7061768,1001.380249,497.2150574,1013.52417,268.1754456,998.9692993,1658789495383333.5
85.0,969.5887451,918.2592773,722.2172852,1001.503357,497.2150574,1013.52417,268.1754456,998.9692993,1658789495400000.0
86.0,969.5887451,918.2592773,722.328064,1001.372681,497.2150574,1013.52417,268.1462708,999.0787354,1658789495416666.8
87.0,969.5887451,918.2592773,722.328064,1001.372681,497.0395508,1013.440674,268.4330444,998.9241333,1658789495433333.5
88.0,969.5887451,918.2592773,722.328064,1001.372681,496.6506348,1013.538452,268.5,999.0,1658789495450000.0
89.0,969.4849854,918.1594849,722.4959106,1001.351074,497.0395508,1013.440674,268.5669556,999.0758667,1658789495466666.8
90.0,969.7365112,917.8676758,722.4959106,1001.351074,496.6506348,1013.538452,268.5669556,999.0758667,1658789495483333.2
91.0,969.7365112,917.8676758,722.4959106,1001.351074,497.0395508,1013.440674,268.5669556,999.0758667,1658789495500000.0
92.0,969.5500488,917.7078857,722.4959106,1001.351074,497.0395508,1013.440674,268.5669556,999.0758667,1658789495516666.8
93.0,969.5500488,917.7078857,722.4959106,1001.351074,496.8790588,1013.356934,268.5669556,999.0758667,1658789495533333.2
94.0,969.5,917.5,722.4959106,1001.351074,496.8790588,1013.356934,268.5669556,999.0758667,1658789495550000.0
95.0,969.4499512,917.2921143,722.4959106,1001.351074,496.8790588,1013.356934,268.5669556,999.0758667,1658789495566666.5
96.0,969.4499512,917.2921143,722.4959106,1001.351074,496.6506348,1013.538452,268.5669556,999.0758667,1658789495583333.2
97.0,969.6323242,917.1323242,722.4959106,1001.351074,496.6506348,1013.538452,268.5669556,999.0758667,1658789495600000.0
98.0,969.6323242,917.1323242,723.2745361,1000.783142,496.5,1013.5,268.5669556,999.0758667,1658789495616666.5
99.0,969.6323242,917.1323242,723.2745361,1000.783142,496.6506348,1013.538452,268.5669556,999.0758667,1658789495633333.5
100.0,969.8374634,917.194519,723.2892456,1000.91864,496.4385986,1013.268188,268.5669556,999.0758667,1658789495650000.0
101.0,969.8374634,917.194519,723.2745361,1000.783142,496.6506348,1013.538452,268.6184082,999.1342163,1658789495666666.8
102.0,969.6529541,917.3470459,723.2520142,1000.828186,496.7888794,1013.108337,268.6184082,999.1342163,1658789495683333.5
103.0,970.0772095,917.9019775,723.2141113,1001.218994,496.6506348,1013.538452,268.6184082,999.1342163,1658789495700000.0
104.0,969.9019775,918.0772095,723.4163818,1001.489014,496.4385986,1013.268188,268.6184082,999.1342163,1658789495716666.8
105.0,969.9733276,918.1640015,723.4401855,1001.448303,496.6506348,1013.538452,268.6184082,999.1342163,1658789495733333.2
106.0,970.5,918.5,723.3875732,1001.612427,496.7327271,1013.303284,268.5669556,999.0758667,1658789495750000.0
107.0,970.2415771,918.5780029,723.3875732,1001.612427,496.6506348,1013.538452,268.5669556,999.0758667,1658789495766666.8
108.0,970.494812,918.8100586,723.2068481,1001.583069,496.6609192,1013.129333,268.5669556,999.0758667,1658789495783333.2
109.0,970.8137817,919.3657227,723.1503296,1001.857788,496.6506348,1013.538452,268.5669556,999.0758667,1658789495800000.0
110.0,970.8137817,919.3657227,723.1503296,1001.857788,496.7327271,1013.303284,268.5669556,999.0758667,1658789495816666.5
111.0,970.9319458,919.5,723.1503296,1001.857788,496.6506348,1013.538452,268.5669556,999.0758667,1658789495833333.2
112.0,970.9319458,919.5,723.0464478,1001.929749,496.2677917,1013.672363,268.6651306,999.1537476,1658789495850000.0
113.0,971.0189819,919.6097412,723.102356,1002.484253,496.6506348,1013.538452,268.6651306,999.1537476,1658789495866666.5
114.0,970.9804077,919.8366089,723.102356,1002.484253,496.6506348,1013.538452,268.9260864,999.218811,1658789495883333.5
115.0,970.9804077,919.8366089,723.3396606,1002.465149,496.6506348,1013.538452,268.9260864,999.218811,1658789495900000.0
116.0,970.888916,919.9437866,723.3396606,1002.465149,496.6506348,1013.538452,268.9260864,999.218811,1658789495916666.8
117.0,970.888916,919.9437866,723.3396606,1002.465149,496.6506348,1013.538452,268.9260864,999.218811,1658789495933333.5
118.0,970.9840698,920.1899414,723.3396606,1002.465149,496.6506348,1013.538452,268.9260864,999.218811,1658789495950000.0
119.0,970.9840698,920.1899414,723.3396606,1002.465149,496.6506348,1013.538452,268.9260864,999.218811,1658789495966666.8
120.0,970.9840698,920.1899414,723.3396606,1002.465149,496.6506348,1013.538452,268.8748169,999.1251831,1658789495983333.2
121.0,971.0739136,920.0927124,723.6018677,1002.583313,496.5275269,1013.701477,268.806366,999.0525513,1658789496000000.0
122.0,971.0739136,920.0927124,723.6018677,1002.583313,496.4354858,1013.397827,268.806366,999.0525513,1658789496016666.8
123.0,971.2522583,920.2797241,723.3110352,1002.525818,496.5275269,1013.701477,268.8948059,998.7214966,1658789496033333.2
124.0,971.2522583,920.2797241,723.3110352,1002.525818,496.5275269,1013.701477,269.2565308,998.7873535,1658789496050000.0
125.0,971.2522583,920.2797241,723.3110352,1002.525818,496.5275269,1013.701477,269.3292847,998.7301025,1658789496066666.5
126.0,971.4318237,920.375,723.3110352,1002.525818,496.5275269,1013.701477,269.3292847,998.7301025,1658789496083333.2
127.0,971.4318237,920.375,723.3110352,1002.525818,496.5275269,1013.701477,269.3292847,998.7301025,1658789496100000.0
128.0,971.4318237,920.375,723.3635254,1002.607666,496.7461853,1013.388367,269.3292847,998.7301025,1658789496116666.5
129.0,971.4318237,920.375,723.4483032,1002.639343,496.5275269,1013.701477,269.3292847,998.7301025,1658789496133333.5
130.0,971.4318237,920.375,723.4407349,1002.778259,496.5625,1013.369812,269.1549377,998.984375,1658789496150000.0
131.0,971.4318237,920.375,723.4407349,1002.778259,496.5625,1013.369812,269.0510864,999.125,1658789496166666.8
132.0,971.3666382,920.5,723.4407349,1002.778259,496.5625,1013.369812,269.0510864,999.125,1658789496183333.5
133.0,971.3078003,920.7075195,723.4407349,1002.778259,496.5625,1013.369812,269.0510864,999.125,1658789496200000.0
134.0,971.3078003,920.7075195,723.4407349,1002.778259,496.5625,1013.369812,269.0510864,999.125,1658789496216666.8
135.0,971.3738403,920.5830078,723.4407349,1002.778259,496.5625,1013.369812,269.0510864,999.125,1658789496233333.2
136.0,971.3666382,920.5,723.4407349,1002.778259,496.5625,1013.369812,269.0510864,999.125,1658789496250000.0
137.0,971.3666382,920.5,723.4407349,1002.778259,496.5,1013.348694,269.0510864,999.125,1658789496266666.8
138.0,971.3795166,920.8264771,723.5,1002.721741,496.5,1013.348694,268.9986572,999.1178589,1658789496283333.2
139.0,971.5457153,920.8983154,723.5,1002.721741,496.1424255,1013.857605,268.777771,999.1463013,1658789496300000.0
140.0,971.3795166,920.8264771,723.2954102,1002.903809,496.1424255,1013.857605,268.7879944,999.098999,1658789496316666.5
141.0,971.3795166,920.8264771,723.230957,1003.080078,496.1424255,1013.857605,268.806366,999.0525513,1658789496333333.2
142.0,971.2634888,921.1323242,723.230957,1003.080078,496.1424255,1013.857605,268.9583435,998.9677124,1658789496350000.0
143.0,971.1375732,921.5357056,723.230957,1003.080078,496.1424255,1013.857605,268.9583435,998.9677124,1658789496366666.5
144.0,971.4499512,921.2921143,723.230957,1003.080078,496.1424255,1013.857605,268.9583435,998.9677124,1658789496383333.5
145.0,971.4499512,921.2921143,723.0493774,1003.267517,496.2116089,1013.701477,268.9583435,998.9677124,1658789496400000.0
146.0,971.5,921.5,723.072876,1003.352234,496.2116089,1013.701477,268.9583435,998.9677124,1658789496416666.8
147.0,971.3434448,921.6907349,723.0571289,1003.310181,496.2116089,1013.701477,268.9583435,998.9677124,1658789496433333.5
148.0,971.2965698,921.9007568,723.0571289,1003.310181,496.2116089,1013.701477,268.9583435,998.9677124,1658789496450000.0
149.0,971.814209,922.0532837,723.0571289,1003.310181,496.2116089,1013.701477,268.9583435,998.9677124,1658789496466666.8
150.0,971.5978394,922.4130249,723.1455078,1003.425903,496.2116089,1013.701477,268.9084778,999.0491943,1658789496483333.2
151.0,971.737793,922.9011841,723.1455078,1003.425903,496.2116089,1013.701477,268.8994446,999.0950317,1658789496500000.0
152.0,971.8086548,923.2246704,723.2119141,1003.543945,496.2116089,1013.701477,268.8994446,999.0950317,1658789496516666.8
153.0,971.8624268,923.5357056,723.2993774,1003.667908,495.9811401,1013.833313,268.8994446,999.0950317,1658789496533333.2
154.0,971.8624268,923.5357056,723.4072876,1004.106201,495.9811401,1013.833313,268.8994446,999.0950317,1658789496550000.0
155.0,971.9810181,923.6097412,723.4375,1004.291687,495.9811401,1013.833313,268.8994446,999.0950317,1658789496566666.5
156.0,971.9810181,923.6097412,723.4375,1004.291687,495.9811401,1013.833313,269.3482971,999.3088379,1658789496583333.2
157.0,971.9810181,923.6097412,723.4375,1004.291687,495.9811401,1013.833313,269.5042419,999.4547729,1658789496600000.0
158.0,972.0159302,924.1899414,723.4385376,1004.377075,495.9811401,1013.833313,269.3964233,999.3196411,1658789496616666.5
159.0,972.3108521,924.5,723.4512329,1004.418701,495.9811401,1013.833313,269.3964233,999.3196411,1658789496633333.5
160.0,972.3108521,924.5,723.4512329,1004.418701,495.9811401,1013.833313,269.3964233,999.3196411,1658789496650000.0
161.0,972.3108521,924.5,723.4512329,1004.418701,495.9811401,1013.833313,269.3964233,999.3196411,1658789496666666.8
162.0,972.177063,924.7524414,723.4512329,1004.418701,495.9811401,1013.833313,269.3964233,999.3196411,1658789496683333.5
163.0,972.3659058,924.9822388,723.4512329,1004.418701,495.9811401,1013.833313,269.3964233,999.3196411,1658789496700000.0
164.0,972.4139404,924.8210449,723.4512329,1004.418701,495.9811401,1013.833313,269.3964233,999.3196411,1658789496716666.8
165.0,972.4139404,924.8210449,723.4512329,1004.418701,495.9811401,1013.833313,269.3964233,999.3196411,1658789496733333.2
166.0,972.5359497,925.0470581,723.4512329,1004.418701,495.9811401,1013.833313,269.6400146,999.281311,1658789496750000.0
167.0,972.5359497,925.0470581,723.4512329,1004.418701,495.9811401,1013.833313,269.6186523,999.2980347,1658789496766666.8
168.0,972.5359497,925.0470581,723.5,1004.610657,495.9811401,1013.833313,269.9956665,999.3231812,1658789496783333.2
169.0,972.5359497,925.0470581,723.5,1004.610657,495.9811401,1013.833313,270.092926,999.3112183,1658789496800000.0
170.0,972.5359497,925.0470581,723.5,1004.610657,495.9811401,1013.833313,270.092926,999.3112183,1658789496816666.5
171.0,972.5359497,925.0470581,723.5,1004.610657,495.9811401,1013.833313,270.092926,999.3112183,1658789496833333.2
172.0,972.5359497,925.0470581,723.5,1004.610657,495.9811401,1013.833313,270.092926,999.3112183,1658789496850000.0
173.0,972.5359497,925.0470581,723.5,1004.610657,495.9811401,1013.833313,270.092926,999.3112183,1658789496866666.5
174.0,972.7313232,925.0303955,723.5,1004.610657,495.9811401,1013.833313,270.092926,999.3112183,1658789496883333.5
175.0,972.7313232,925.0303955,723.5,1004.610657,495.9811401,1013.833313,270.092926,999.3112183,1658789496900000.0
176.0,972.7313232,925.0303955,723.5,1004.610657,495.9811401,1013.833313,270.243927,999.2924194,1658789496916666.8
177.0,972.7313232,925.0303955,723.5,1004.610657,495.9811401,1013.833313,270.3364258,999.1891479,1658789496933333.5
178.0,972.9227905,925.0980225,723.5,1004.610657,495.9811401,1013.833313,270.3668213,999.1856689,1658789496950000.0
179.0,972.9227905,925.0980225,723.5,1004.610657,495.9811401,1013.833313,270.5773621,998.6491089,1658789496966666.8
180.0,972.9227905,925.0980225,723.5,1004.610657,495.9811401,1013.833313,270.7085266,998.579834,1658789496983333.2
181.0,973.022583,925.1904907,723.5,1004.610657,496.5,1013.5,270.8657532,998.6184082,1658789497000000.0
182.0,973.022583,925.1904907,723.5,1004.610657,496.5,1013.5,271.0518799,998.7609863,1658789497016666.8
183.0,973.022583,925.1904907,723.5,1004.5,496.5,1013.5,271.0333252,998.8110962,1658789497033333.2
184.0,973.022583,925.1904907,723.5,1004.5,496.5,1013.5,271.3668213,998.7153931,1658789497050000.0
185.0,973.022583,925.1904907,723.5,1004.5,496.5,1013.5,271.8701172,998.8826294,1658789497066666.5
186.0,973.022583,925.1904907,723.5,1004.5,496.5,1013.5,271.8701172,998.8826294,1658789497083333.2
187.0,972.8300781,925.1245117,723.5,1004.5,496.5,1013.5,271.8701172,998.8826294,1658789497100000.0
188.0,972.8300781,925.1245117,723.5,1004.5,496.5,1013.5,271.8899231,998.8325806,1658789497116666.5
189.0,972.8300781,925.1245117,723.5,1004.5,496.5,1013.5,272.0,998.7396851,1658789497133333.5
190.0,973.022583,925.1904907,723.5,1004.610657,496.5,1013.5,272.0,998.7396851,1658789497150000.0
191.0,973.2347412,925.2347412,723.5,1004.610657,496.5,1013.5,272.0,998.7396851,1658789497166666.8
192.0,973.2347412,925.2347412,723.5,1004.610657,496.5,1013.5,272.0,998.7396851,1658789497183333.5
193.0,973.2347412,925.2347412,723.5,1004.610657,496.5,1013.5,271.9920959,998.8104248,1658789497200000.0
194.0,973.3092651,925.3434448,723.5606079,1004.787903,496.5,1013.5,271.9920959,998.8104248,1658789497216666.8
195.0,973.3092651,925.3434448,723.5,1004.610657,496.3765869,1013.623413,271.9920959,998.8104248,1658789497233333.2
196.0,973.3092651,925.3434448,723.5,1004.610657,496.3765869,1013.623413,272.2380981,998.6390381,1658789497250000.0
197.0,973.3092651,925.3434448,723.5,1004.610657,496.3765869,1013.623413,272.5,998.5,1658789497266666.8
198.0,973.3092651,925.3434448,723.5,1004.610657,496.3765869,1013.623413,272.6959839,998.5,1658789497283333.2
199.0,973.3092651,925.3434448,723.5,1004.610657,496.3765869,1013.623413,273.0868225,998.5984497,1658789497300000.0
200.0,973.3092651,925.3434448,724.0107422,1004.794495,496.3765869,1013.623413,273.7269897,998.6184082,1658789497316666.5
201.0,973.3092651,925.3434448,724.1218872,1004.620667,496.3765869,1013.623413,274.3996887,998.6003418,1658789497333333.2
202.0,973.1307373,925.3071899,724.1218872,1004.620667,496.3765869,1013.623413,274.8899231,998.434082,1658789497350000.0
203.0,972.8115234,925.3262939,724.1218872,1004.620667,496.3765869,1013.623413,276.2587585,998.3135376,1658789497366666.5
204.0,972.8115234,925.3262939,724.1218872,1004.620667,496.3765869,1013.623413,276.8554077,998.3363647,1658789497383333.5
205.0,972.8115234,925.3262939,724.1218872,1004.620667,496.3765869,1013.623413,277.676239,998.5177612,1658789497400000.0
206.0,973.0430298,925.1680298,724.0181885,1004.73938,496.3765869,1013.623413,278.5,998.5,1658789497416666.8
207.0,973.0430298,925.1680298,724.1069946,1004.698669,496.3765869,1013.623413,279.433075,998.9487915,1658789497433333.5
208.0,972.8300781,925.1245117,723.8934937,1004.986084,497.0188599,1013.833313,280.0466003,999.0169678,1658789497450000.0
209.0,972.8300781,925.1245117,723.572876,1004.780762,496.8790588,1013.643066,280.4091492,999.1015625,1658789497466666.8
210.0,972.8300781,925.1245117,723.572876,1004.780762,496.8790588,1013.643066,280.2551575,999.6593018,1658789497483333.2
211.0,972.8300781,925.1245117,723.572876,1004.780762,497.0,1013.5,280.2313232,999.9741211,1658789497500000.0
212.0,972.5,924.718689,723.572876,1004.780762,497.0,1013.5,279.3516846,999.9954224,1658789497516666.8
213.0,972.5,924.8990479,723.572876,1004.780762,497.0,1013.5,278.5,1000.5,1658789497533333.2
214.0,972.5,924.8990479,723.5,1004.684753,497.0,1013.5,278.3996887,1000.399658,1658789497550000.0
215.0,971.8838501,925.1161499,723.4882813,1004.639343,497.0,1013.5,278.1207581,1000.35907,1658789497566666.5
216.0,972.0745239,925.0470581,723.6211548,1004.748352,497.0,1013.5,278.1207581,1000.35907,1658789497583333.2
217.0,972.0745239,925.0470581,723.81604,1004.690186,497.0,1013.5,277.4465637,1000.56781,1658789497600000.0
218.0,972.0874634,924.8491821,723.81604,1004.690186,497.0,1013.5,277.3886414,1000.761902,1658789497616666.5
219.0,972.0874634,924.8491821,723.81604,1004.690186,497.0,1013.5,277.2316895,1000.795227,1658789497633333.5
220.0,972.0498047,924.3748169,723.81604,1004.690186,497.0,1013.5,276.8341064,1000.93335,1658789497650000.0
221.0,972.0498047,924.3748169,723.7907715,1004.457458,497.0,1013.5,276.4573669,1000.857361,1658789497666666.8
222.0,972.1891479,924.138916,723.588562,1004.525818,497.0,1013.5,276.3668213,1000.814331,1658789497683333.5
223.0,972.1891479,924.138916,723.4338989,1004.334717,497.0,1013.5,276.3668213,1000.814331,1658789497700000.0
224.0,972.0874634,924.3853149,723.4338989,1004.334717,497.1577454,1013.5,276.3668213,1000.814331,1658789497716666.8
225.0,972.0874634,924.3853149,723.4338989,1004.334717,497.0,1013.5,276.3668213,1000.814331,1658789497733333.2
226.0,972.0874634,924.3853149,723.4338989,1004.334717,497.1577454,1013.5,275.9583435,1000.942322,1658789497750000.0
227.0,972.0874634,924.3853149,723.2907715,1004.441162,497.0,1013.5,275.7953796,1000.970276,1658789497766666.8
228.0,972.0874634,924.3853149,723.2907715,1004.441162,497.0,1013.5,275.904541,1000.961182,1658789497783333.2
229.0,971.737793,924.9011841,723.2907715,1004.441162,497.0,1013.5,275.9849243,1000.785583,1658789497800000.0
230.0,971.8838501,925.1161499,723.2907715,1004.441162,497.1577454,1013.5,275.8187561,1000.883484,1658789497816666.5
231.0,971.7652588,925.2347412,723.2907715,1004.441162,497.1577454,1013.5,275.9052429,1000.648071,1658789497833333.2
232.0,971.7652588,925.2347412,723.2907715,1004.441162,497.1577454,1013.5,275.9052429,1000.648071,1658789497850000.0
233.0,971.7652588,925.2347412,723.4298096,1004.554077,497.1577454,1013.5,275.9052429,1000.648071,1658789497866666.5
234.0,971.7652588,925.2347412,723.4298096,1004.554077,497.1577454,1013.5,276.0799866,1000.69165,1658789497883333.5
